Defibrillator,addressName,longitude,latitude
2018-2435,"CALLE Electricistas 13, 28670, Villaviciosa de Odón",-4.22903,44.671
2018-1452,"CALLE de la Arboleda 18, 28031, Madrid",-4.46854,44.0925
2021-711,"AVDA del Talgo 0, 28023, Madrid",-4.33307,44.7814
2021-123,"AVDA Miguel de Unamuno 68, 28806, Alcalá de Henares",-4.69933,44.2932
2021-232,"AVDA del Ensanche de Vallecas 120, 28051, Madrid",-4.49628,44.7881
2021-233,"AVDA de Abrantes 122, 28025, Madrid",-4.37635,44.9732
2021-245,"CALLE de Aguarón 13, 28023, Madrid",-4.32988,44.9695
2021-246,"CTRA de M-106 (Algete) 13,  Algete",-4.55672,44.3578
2021-247,"PASEO de la Infanta Isabel 1, 28014, Madrid",-4.41417,44.3349
2021-248,"CALLE de Velázquez 144,  Madrid",-4.42116,44.695
2021-249,"CALLE de Velázquez 147,  Madrid",-4.42092,44.7214
2021-250,"AVDA de Tenerife 4,  San Sebastián de los Reyes",-4.47207,44.9975
2021-297,"PASEO de los Melancólicos 14, 28005, Madrid",-4.38818,44.3154
2021-350,"CALLE de Yolanda González 15, 28938, Móstoles",-4.26041,44.2594
2018-359,"PLAZA Mayor 1, 28223, Pozuelo de Alarcón",-4.31301,44.6226
2018-370,"CALLE San Juan de la Cruz 4, 28223, Pozuelo de Alarcón",-4.31,44.5875
2018-363,"CMNO Huertas 42, 28223, Pozuelo de Alarcón",-4.31334,44.752
2018-362,"CALLE Irlanda 3, 28224, Pozuelo de Alarcón",-4.33296,44.7279
2021-776,"PLAZA de España 1, 28213, Colmenar del Arroyo",-3.98315,44.4887
2021-790,"CALLE de la Bujía 4, 28522, Rivas-Vaciamadrid",-4.47564,44.4948
2021-791,"CALLE de Federico García Lorca 7, 28840, Mejorada del Campo",-4.58656,44.2072
2021-793,"CALLE de la Batalla del Salado 25, 28045, Madrid",-4.40942,44.2554
2021-796,"CALLE de Galileo 7, 28015, Madrid",-4.39726,44.5828
2021-805,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-811,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-61,"CALLE de los Carpinteros 5, 28906, Getafe",-4.40315,44.224
2018-1801,"CALLE de Ramírez de Arellano 15, 28043, Madrid",-4.44522,44.778
2021-444,"PLAZA de José María Unceta 4, 28250, Torrelodones",-4.20462,44.2444
2021-445,"AVDA de la Dehesa 65, 28250, Torrelodones",-4.21274,44.27
2021-527,"CALLE del Camino Ancho 2, 28109, Alcobendas",-4.48363,44.4492
2021-592,"CALLE de Einstein 1 Y 3, 28049, Madrid",-4.41112,44.8421
2021-593,"CALLE del Arzobispo Morcillo 4, 28029, Madrid",-4.41521,44.1488
2021-620,"CALLE los Cerezos 0, 28229, Villanueva del Pardillo",-4.20315,44.2463
2021-637,"ACCES ZONA REAL / LAS CUESTAS 32, 28229, Villanueva del Pardillo",-4.18003,44.3617
2021-678,"AVIA A-5 12,5, 28925, Alcorcón",-4.30692,44.7832
2021-703,"CALLE Concepción 3, 28229, Villanueva del Pardillo",-4.20315,44.2463
2021-704,"CALLE Concepción 3, 28229, Villanueva del Pardillo",-4.20315,44.2463
2019-322,"CALLE Madrid 126, 28903, Getafe",-4.38352,44.299
2021-539,"CALLE de San Antonio 6, 28931, Móstoles",-4.26684,44.4106
2018-1968,"CALLE de la Fuente 17, 28863, Cobeña",-4.57158,44.1093
2021-719,"CALLE Malacuera 36, 28180, Torrelaguna",-4.54544,45.9178
2021-731,"CALLE Marie Curie 17, 28521, Rivas-Vaciamadrid",-4.55591,44.5272
2018-2732,"AVDA Gran Bretaña 0, 28916, Leganés",-4.37876,44.5742
2018-457,"CALLE Madrid 126, 28903, Getafe",-4.38249,44.2991
2021-735,"PASEO de la Castellana 55, 28046, Madrid",-4.41362,44.6673
2018-1635,"AVDA de Bruselas 12, 28109, Alcobendas",-4.463,44.6964
2021-770,"CALLE Universidad 4, 28224, Pozuelo de Alarcón",-4.31893,44.6105
2021-772,"CALLE del Golfo de Salónica 40, 28033, Madrid",-4.43778,44.1207
2021-45,"AVDA de Burgos 89, 28050, Madrid",-4.43105,44.2679
2021-46,"AVDA del Dos de Mayo 27, 28934, Móstoles",-4.26063,44.3644
2021-47,"TRVA de los Notarios 0, 28943, Fuenlabrada",-4.31949,44.9455
2018-1601,"AVDA de Niza 8, 28022, Madrid",-4.48594,44.5413
2019-1158,"AVDA de los Hermanos García Noblejas 43, 28037, Madrid",-4.41531,44.4036
2021-397,"CALLE Londres 11, 28850, Torrejón de Ardoz",-4.60324,44.9071
2018-1412,"AVDA Juan Carlos I 46, 28400, Collado Villalba",-4.1402,44.8962
2021-485,"CALLE Naciones Unidas 18, 28909, Getafe",-4.438,44.3467
2019-2556,"AVDA de la Gran Vía de Hortaleza 54, 28043, Madrid",-4.44916,44.9824
2021-812,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-813,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-814,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-815,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-816,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-819,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-51,"CALLE de Hospital de Órbigo 12, 28050, Madrid",-4.43381,44.4823
2021-52,"CALLE de los Vascos 26, 28040, Madrid",-4.39687,44.7856
2021-53,"CALLE de la Calderilla 1, 28054, Madrid",-4.37289,44.8612
2021-87,"CTRA A-1 (Burgos) 23, 28700, San Sebastián de los Reyes",-4.50194,44.1654
2021-90,"CALLE Mariano Sáinz 1, 28200, San Lorenzo de El Escorial",-4.03301,44.4273
2021-115,"CALLE de Huelva 6, 28343, Valdemoro",-4.43621,44.6475
2021-138,"AVIA Nacional II 0, 28850, Torrejón de Ardoz",-4.59555,44.1942
2021-150,"CALLE del Príncipe de Vergara 112,  Madrid",-4.42449,44.6785
2021-177,"CALLE Pedro Sarmiento de Gamboa 3, 28805, Alcalá de Henares",-4.69553,44.2406
2021-222,"RONDA de la Comunicación 0, 28050, Madrid",-4.43843,44.5203
2021-223,"CALLE DENTRO DE LA ESTACIÓN DE METRO SAN CIPRIANO, VESTÍBULO, ENTRE AC1 44, 28032, Madrid",-4.48746,44.2761
2018-1059,"AVDA de Juan Antonio Samaranch Torello 8, 28223, Pozuelo de Alarcón",-4.30329,44.4485
2021-773,"CALLE Aranjuez 612, 28805, Alcalá de Henares",-4.70194,44.2625
2019-2197,"CALLE de Campezo 1, 28022, Madrid",-4.50809,44.763
2021-794,"PLAZA de la Ilustración 9, 28840, Mejorada del Campo",-4.59006,44.1899
2021-817,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2021-818,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2020-328,"CALLE Velasco 2, 28901, Getafe",-4.37933,44.2241
2021-830,"CALLE del Pensamiento 27, 28020, Madrid",-4.41036,44.8934
2018-670,"CTRA A-1 (Burgos) km 23, 28700, San Sebastián de los Reyes",-4.50193,44.1654
2021-157,"PASEO de Recoletos 3,  Madrid",-4.4119,44.4655
2021-329,"AVDA del Papa Juan Pablo II 1, 28595, Estremera",-4.90763,44.8706
2021-348,"CALLE de Magallanes 3, 28015, Madrid",-4.40142,44.6031
2021-509,"CALLE Olivar 10, 28691, Villanueva de la Cañada",-4.15177,44.8145
2017-151,"PASEO de las Doce Estrellas 4, 28042, Madrid",-4.47845,44.9172
2017-156,"AVDA de América 25, 28002, Madrid",-4.42775,44.6716
2021-534,"CALLE del Coto de Doñana 15, 28320, Pinto",-4.40607,44.737
2017-420,"CALLE de Méjico 53, 28028, Madrid",-4.43034,44.6639
2021-594,"CALLE Pablo Gargallo 1, 28320, Pinto",-4.40761,44.6321
2021-595,"CALLE Pablo Gargallo 1, 28320, Pinto",-4.40761,44.6321
2021-623,"CALLE Arroyo de la Sacedilla 24, 28221, Majadahonda",-4.28422,44.1193
2021-639,"CALLE Lago Azul 0, 28981, Parla",-4.34272,44.5353
2021-828,"CMNO de los Afligidos 0, 28804, Alcalá de Henares",-4.72997,44.3756
2018-360,"PLAZA Mayor 6, 28223, Pozuelo de Alarcón",-4.60961,44.6226
2021-546,"CALLE Luis Jiménez de Asúa 0, 28931, Móstoles",-4.26722,44.4108
2021-846,"CALLE de la Ronda de San Juan 32, 28600, Navalcarnero",-4.14454,44.0519
2021-850,"CALLE Mirasierra 57, 28950, Moraleja de Enmedio",-4.27245,44.724
2021-854,"AVDA de la Dehesa 4, 28702, San Sebastián de los Reyes",-4.68277,44.5106
2021-855,"CTRA de Pinto 9,2, 28330, San Martín de la Vega",-4.41646,44.4941
2021-857,"CALLE de Don Ramón de la Cruz 1,  Madrid",-4.41745,44.5639
2021-859,"PLAZA Casa Grande 1, 28840, Mejorada del Campo",-4.59078,44.1058
2021-862,"CALLE de Santa Rosa 16, 28840, Mejorada del Campo",-4.5833,44.1435
2021-865,"CALLE de la Isla de Ons 28, 28035, Madrid",-4.38762,44.1272
2021-875,"CTRA de Campo Real 2,4, 28500, Arganda del Rey",-4.60558,44.3079
2021-876,"CALLE de Pedro Laín Entralgo 4, 28669, Boadilla del Monte",-4.24255,44.5036
2021-877,"CALLE de Pico Mampodre 6, 28031, Madrid",-4.47266,44.9823
2021-885,"CALLE Madrid 129, 28903, Getafe",-4.38202,44.3093
2021-93,"CALLE de Albarracín 35, 28037, Madrid",-4.46529,44.5899
2019-798,"PLAZA de las Cortes 7, 28014, Madrid",-4.45199,44.3969
2021-196,"CALLE de San Martín 5, 28013, Madrid",-4.40038,44.4377
2021-211,"AVDA Orellana 0,  Leganés",-4.3471,44.3795
2021-212,"AVDA Comandante José Manuel Ripollés 0, 28907, Getafe",-4.37989,44.4582
2021-213,"AVDA Rigoberta Menchú 3, 28903, Getafe",-4.3897,44.4002
2021-214,"AVDA de las Arcas del Agua 9, 28905, Getafe",-4.36577,44.0595
2021-215,"CALLE de las Ciencias 14, 28905, Getafe",-4.3567,44.011
2019-704,"AVDA de las Nieves 3, 28933, Móstoles",-4.25339,44.6801
2018-569,"CALLE de Viena 2, 28922, Alcorcón",-4.31488,44.1327
2021-851,"AVDA de Pío XII 44, 28016, Madrid",-4.42871,44.9851
2019-702,"AVDA de los Pinos 24, 28914, Leganés",-4.34015,44.3717
2021-852,"AVDA de la Armada Española 12, 28660, Boadilla del Monte",-4.2179,44.5663
2019-692,"CALLE de Parla 1, 28914, Leganés",-4.33531,44.2838
2019-701,"CALLE de Finlandia 6, 28942, Fuenlabrada",-4.31526,44.0325
2021-860,"CALLE de la Ciudad de Atenas 10, 28840, Mejorada del Campo",-4.59078,44.2058
2021-861,"CALLE de Salvatierra 11, 28034, Madrid",-4.41295,44.2369
2018-269,"CALLE Crisol 1, 28522, Rivas-Vaciamadrid",-4.53819,44.6974
2018-270,"PLAZA de la Constitución 1, 28523, Rivas-Vaciamadrid",-4.53467,44.7808
2018-271,"CALLE de las Acacias 12, 28522, Rivas-Vaciamadrid",-4.54686,44.7899
2018-273,"CALLE de San Isidro 2, 28521, Rivas-Vaciamadrid",-4.55899,44.4254
2021-864,"PASEO de las Delicias 20, 28045, Madrid",-4.41146,44.3034
2021-881,"CALLE de Pico Mampodre 6, 28031, Madrid",-4.47266,44.9823
2021-893,"CALLE Don Quijote de la Mancha 1, 28814, Daganzo de Arriba",-4.61436,44.9179
2021-894,"CALLE San Juan 15, 28814, Daganzo de Arriba",-4.61268,44.8272
2021-895,"CMNO del Fresno de Torote 0, 28814, Daganzo de Arriba",-4.61489,44.8896
2021-896,"GTA de Alcalá 0, 28814, Daganzo de Arriba",-4.61209,44.8146
2021-86,"CMNO Cerro de los Gamos 1, 28224, Pozuelo de Alarcón",-4.31311,44.9328
2021-164,"CALLE del Acueducto 3, 28880, Meco",-4.7268,44.8551
2021-165,"CALLE Azor 12, 28946, Fuenlabrada",-4.34711,44.7022
2021-166,"CALLE Halcón 2, 28946, Fuenlabrada",-4.35109,44.6765
2021-167,"CALLE Ruiseñor 2, 28946, Fuenlabrada",-4.35123,44.7213
2021-168,"CALLE de Rodríguez Lázaro 13, 28025, Madrid",-4.36689,44.9941
2021-169,"AVDA de Juan Carlos I 22, 28905, Getafe",-4.36211,44.9902
2021-170,"CALLE de Diego de León 45, 28006, Madrid",-4.42438,44.625
2021-323,"AVDA de San Martín de Valdeiglesias 24, 28922, Alcorcón",-4.2901,44.7876
2021-324,"CALLE Marie Curie 4, 28521, Rivas-Vaciamadrid",-4.55246,44.5372
2021-436,"CALLE de Eloy Gonzalo 27, 28010, Madrid",-4.40588,44.6236
2018-2381,"CALLE de los Químicos 2, 28222, Majadahonda",-4.23792,44.2659
2018-2501,"CALLE de los Químicos 2, 28222, Majadahonda",-4.23792,44.2659
2021-886,"CALLE de Monasterio de Oseira 19, 28049, Madrid",-4.40991,44.4668
2021-887,"AVDA de Manoteras 20, 28050, Madrid",-4.43293,44.2143
2021-889,"CALLE Javier García de Leaniz 9, 28250, Torrelodones",-4.19264,44.2219
2021-890,"CALLE de Alcalá 37, 28014, Madrid",-4.40796,44.4471
2019-2590,"CALLE Gran Vía 32, 28013, Madrid",-4.40349,44.4645
2021-901,"PLAZA Fuente Honda 8, 28911, Leganés",-4.34857,44.4455
2018-1970,"CALLE Arenal 1, 28863, Cobeña",-4.57319,44.0876
2021-542,"PLAZA PRIMERA PLANTA EN FRENTE DEL JUZGADO Nº 4 2, 28931, Móstoles",-4.26538,44.4071
2022-123,"CALLE de María Tubau 3, 28050, Madrid",-4.43036,44.4976
2022-189,"CALLE de Santa Leonor 55, 28037, Madrid",-4.46575,44.628
2022-190,"CALLE de Telémaco 5, 28027, Madrid",-4.45258,44.7679
2022-210,"CALLE París 0, 28830, San Fernando de Henares",-4.55526,44.5102
2022-216,"AVDA de Pío XII 110, 28036, Madrid",-4.42489,44.0602
2021-88,"CALLE de Perseo 95, 28938, Móstoles",-4.26367,44.2113
2021-216,"PLAZA del Sol 0, 28938, Móstoles",-4.26507,44.2425
2021-217,"CALLE de la Costa Brava 18, 28034, Madrid",-4.39921,44.3458
2021-280,"AVDA Gran Bretaña -, 28916, Leganés",-4.37566,44.5397
2021-281,"CTRA CIMODIN SL 106, 28222, Majadahonda",-4.25287,44.8227
2021-285,"CALLE del Retablo de Melisendra 0, 28034, Madrid",-4.4118,44.3777
2021-286,"CALLE de Vélez Rubio 0, 28033, Madrid",-4.43812,44.087
2018-2338,"CALLE del Poeta Joan Maragall 1, 28020, Madrid",-4.41208,44.8296
2021-295,"CALLE Calderona 0, 28350, Ciempozuelos",-4.46656,44.6963
2018-2323,"CALLE Málaga 72, 28991, Torrejón de la Calzada",-4.3149,44.0116
2021-333,"CALLE AL LADO DE LA CABINA. EN LA ESTACION RIVAS-FUTURA 37, 28522, Rivas-Vaciamadrid",-4.55428,44.5775
2021-337,"CALLE de las Eras 0, 28240, Hoyo de Manzanares",-4.23387,44.7492
2019-2593,"AVDA del Manzanares 210,  Madrid",-4.40514,44.1404
2021-903,"PASEO de la Castellana 40, 28046, Madrid",-4.41677,44.6077
2021-904,"PASEO de la Castellana 130, 28046, Madrid",-4.41477,44.7956
2021-781,"PLAZA de Castilla 1, 28046, Madrid",-4.41487,44.9614
2021-759,"PLAZA de Castilla 1, 28046, Madrid",-4.41487,44.9614
2022-85,"CALLE de Montalbán 1, 28014, Madrid",-4.41312,44.448
2022-100,"CALLE de Julián Camarillo 11, 28037, Madrid",-4.46415,44.5135
2018-1130,"CALLE de Emilio Vargas 6, 28043, Madrid",-4.44496,44.7659
2022-159,"CTRA M-103 22,600, 28160, Talamanca de Jarama",-4.56713,45.821
2018-2234,"CALLE de Ildefonso González Valencia 1, 28054, Madrid",-4.38789,44.9323
2018-2237,"CALLE de Salvador de Madariaga 11, 28027, Madrid",-4.44216,44.6821
2022-232,"CALLE de Antonio Machado 12, 28035, Madrid",-4.3904,44.9722
2022-242,"CALLE de Ladera de los Almendros 2, 28032, Madrid",-4.47134,44.281
2022-249,"CALLE del Consenso 1, 28041, Madrid",-4.41769,44.8014
2022-250,"RONDA Sur 4, 28053, Madrid",-4.43016,44.9949
2022-256,"AVDA de Monforte de Lemos 38, 28029, Madrid",-4.39896,44.1185
2022-259,"CALLE de Alicante 14, 28045, Madrid",-4.41334,44.176
2022-261,"CALLE del Alcalde Garrido Juaristi 17, 28030, Madrid",-4.44355,44.3954
2022-264,"PASEO del Fernán Núñez 3, 28009, Madrid",-4.41784,44.3739
2022-270,"CTRA a la Estación de Hortaleza 11, 28033, Madrid",-4.44689,44.1137
2021-63,"AVDA de los Toreros 45, 28028, Madrid",-4.43444,44.6037
2021-94,"CALLE Gutenberg 22, 28906, Getafe",-4.40509,44.062
2021-147,"CALLE de Serrano 73, 28006, Madrid",-4.41746,44.6167
2021-148,"PASEO de la Castellana 163, 28046, Madrid",-4.41397,44.9221
2020-608,"CALLE de Martín Fierro 7, 28040, Madrid",-4.3786,44.6643
2021-427,"CALLE de Fuenterrabía 2, 28014, Madrid",-4.4209,44.3051
2021-432,"PASEO de la Castellana 77, 28046, Madrid",-4.41268,44.7759
2021-433,"PASEO de la Castellana 77, 28046, Madrid",-4.41268,44.7759
2021-434,"PASEO de la Castellana 77, 28046, Madrid",-4.41268,44.7759
2021-435,"CALLE de Eloy Gonzalo 27, 28010, Madrid",-4.40588,44.6236
2021-449,"CALLE del Nuncio 8, 28005, Madrid",-4.39815,44.3887
2021-461,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2019-327,"AVDA Universidad 30, 28911, Leganés",-4.34846,44.4864
2021-931,"CALLE Carballino 0, 28925, Alcorcón",-4.31246,44.6927
2022-25,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2022-106,"CALLE de Joaquín María López 62, 28015, Madrid",-4.39255,44.6607
2022-112,"AVDA de Fuentemar 0, 28823, Coslada",-4.52864,44.543
2022-183,"CTRA A-1 (Burgos) 28, 28707, San Sebastián de los Reyes",-4.5038,44.6262
2022-185,"AVDA de la Armada Española 1, 28660, Boadilla del Monte",-4.21742,44.5726
2022-186,"AVDA de Asturias 4, 28029, Madrid",-4.4134,44.9901
2022-188,"CALLE de San Cesáreo 22, 28021, Madrid",-4.39866,44.5501
2022-201,"CALLE de Alfonso XII 3, 28014, Madrid",-4.41586,44.3436
2022-202,"CALLE de Alfonso XII 3, 28014, Madrid",-4.41586,44.3436
2022-273,"CALLE de Pilar de Zaragoza 93, 28028, Madrid",-4.42795,44.6582
2022-276,"CALLE de Monseñor Óscar Romero 41, 28025, Madrid",-4.36638,44.0458
2022-280,"CALLE de Francisco Rioja 14, 28017, Madrid",-4.4586,44.567
2022-284,"CALLE de Treviana 1, 28043, Madrid",-4.44127,44.7702
2018-871,"CALLE de Velázquez 134, 28006, Madrid",-4.42104,44.667
2020-321,"CALLE de Polvoranca 158,  Alcorcón",-4.31577,44.6092
2021-179,"CALLE de Pío Baroja 6, 28009, Madrid",-4.42786,44.3915
2021-199,"CALLE de Jovellanos 4, 28014, Madrid",-4.40874,44.4298
2021-305,"AVDA de Fuentemar 43, 28823, Coslada",-4.53942,44.6192
2021-306,"CALLE de Gamonal 11, 28031, Madrid",-4.45204,44.9289
2021-315,"AVDA de la Vega 15, 28108, Alcobendas",-4.46536,44.7203
2021-338,"PLAZA Mayor 7, 28240, Hoyo de Manzanares",-4.23283,44.7284
2021-339,"AVDA de José Hierro 82, 28521, Rivas-Vaciamadrid",-4.54984,44.6458
2021-341,"AVDA de José Hierro 82, 28521, Rivas-Vaciamadrid",-4.54984,44.6458
2021-361,"CALLE ESTA INSTALADO EN EL PATIO DE LA COMUNIDAD 19, 28821, Coslada",-4.52567,44.5637
2021-362,"CALLE Vía de los Poblados 1, 28033, Madrid",-4.46101,44.0843
2021-363,"CALLE del Cerro del Castañar 27, 28034, Madrid",-4.39689,44.2345
2018-3052,"CALLE de las Abelias 1, 28042, Madrid",-4.47003,44.8102
2020-218,"CALLE de Francisco Gervas 10, 28108, Alcobendas",-4.44837,44.6974
2020-163,"CALLE Westinghouse 2, 28906, Getafe",-4.45273,44.6483
2021-914,"CALLE UBICACION DEA 5ª PLANTA 21, 28014, Madrid",-4.40644,44.439
2019-207,"CALLE del Pintor Velázquez 0, 28100, Alcobendas",-4.45718,44.7638
2018-456,"AVDA Universidad 30, 28911, Leganés",-4.34849,44.4869
2021-934,"CALLE de Moscú 2, 28840, Mejorada del Campo",-4.59266,44.2194
2022-4,"PASEO de la Castellana 51, 28046, Madrid",-4.41433,44.6488
2018-1583,"CALLE de Osiris 13, 28037, Madrid",-4.45293,44.7789
2021-502,"PLAZA de España 1, 28691, Villanueva de la Cañada",-4.1474,44.781
2021-503,"AVDA Mirasierra 4, 28691, Villanueva de la Cañada",-4.15666,44.8665
2022-96,"CALLE de Gloria Fuertes 62-72, 28049, Madrid",-4.37984,44.2371
2021-833,"CALLE Rumanía 2, 28943, Fuenlabrada",-4.31892,44.9597
2022-115,"AVDA de la Victoria 2, 28023, Madrid",-4.30958,44.9973
2022-132,"CALLE del Barco 10, 28320, Pinto",-4.40758,44.4982
2022-133,"CALLE de San Marcos 43, 28004, Madrid",-4.4094,44.4748
2022-151,"AVDA Séptima 68, 28022, Madrid",-4.49121,44.7777
2022-162,"CALLE Latón 2, 28500, Arganda del Rey",-4.60494,44.1415
2021-923,"CALLE Gran Vía 19, 28013, Madrid",-4.40543,44.4595
2022-180,"CALLE Hierro 56, 28850, Torrejón de Ardoz",-4.61423,44.7684
2022-219,"AVDA del Guadalix 0, 28120, Algete",-4.50474,44.804
2021-153,"AVDA Local puerta calle 33, 28029, Madrid",-4.41057,44.0032
2021-221,"CALLE de Sepúlveda 3, 28108, Alcobendas",-4.44234,44.6526
2021-254,"CALLE de Prim 10, 28004, Madrid",-4.41197,44.4787
2018-2106,"AVDA Fernando Alonso sn, 28108, Alcobendas",-4.47776,44.7349
2021-491,"CTRA COMPLEJO MEDIOAMBIENTAL DE RECICLAJE DE LOCHES-LA CAMPIÑA 4, 28890, Madrid",-4.6435,44.4405
2021-544,"CALLE de la Proa 5, 28223, Pozuelo de Alarcón",-4.31917,44.5101
2017-133,"AVDA de Doña Mariana de Austria , 28600, Navalcarnero",-4.13504,44.9661
2021-612,"AVDA de las Águilas 2, 28044, Madrid",-4.35065,44.0716
2018-1480,"CALLE de Jimena Menéndez Pidal 11, 28023, Madrid",-4.34963,44.0345
2018-453,"RONDA de Toledo 1, 28005, Madrid",-4.39709,44.3129
2021-941,"CTRA de Torrejón 5, 28864, Ajalvir",-4.59206,44.3774
2021-782,"PLAZA de Castilla 1, 28046, Madrid",-4.41487,44.9614
2022-74,"CALLE de Montalbán 1, 28014, Madrid",-4.41312,44.448
2022-83,"CALLE de Montalbán 1, 28014, Madrid",-4.41312,44.448
2022-105,"CALLE del Hostal 0, 28248, Hoyo de Manzanares",-4.19699,44.4913
2021-834,"CALLE Rumanía 2, 28943, Fuenlabrada",-4.31892,44.9597
2022-140,"AVDA del Planetario 16, 28045, Madrid",-4.41877,44.1129
2022-146,"CALLE de la Princesa 2, 28008, Madrid",-4.39587,44.5113
2022-220,"CALLE del Arroyo de Pozuelo 99, 28023, Madrid",-4.33606,44.8227
2022-287,"CALLE del Tranvía de Arganda 4, 28031, Madrid",-4.46125,44.0422
2022-289,"PASEO del Polideportivo 3, 28032, Madrid",-4.48827,44.3416
2022-292,"CALLE de la Reguera de Tomateros 39, 28053, Madrid",-4.44304,44.9287
2022-293,"PLAZA de los Pinazo 9, 28021, Madrid",-4.41356,44.599
2021-372,"AVDA de Séneca 6, 28040, Madrid",-4.38391,44.644
2021-379,"CALLE de la Comunidad de Madrid 20, 28944, Fuenlabrada",-4.32415,44.9007
2019-2912,"CALLE de Agustín de Foxá 26, 28036, Madrid",-4.41612,44.4757
2020-175,"CALLE Vía de los Poblados 13, 28033, Madrid",-4.46421,44.0551
2021-458,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2021-459,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2021-460,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2021-468,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2021-493,"CALLE de la Raya 21, 28032, Madrid",-4.47435,44.245
2018-1002,"CALLE de Lira 10, 28007, Madrid",-4.4331,44.3569
2021-512,"CALLE Valle de Esteribar 3, 28692, Villanueva de la Cañada",-4.19628,44.9854
2021-756,"PLAZA de Castilla 1, 28046, Madrid",-4.41487,44.9614
2021-767,"PLAZA de Castilla 1, 28046, Madrid",-4.41487,44.9614
2021-691,"CALLE del Poeta Joan Maragall 66, 28020, Madrid",-4.41403,44.9604
2022-89,"CALLE del Poeta Joan Maragall 66, 28020, Madrid",-4.41403,44.9604
2021-721,"CALLE del Padre Claret 13, 28770, Colmenar Viejo",-4.34712,45.1976
2022-90,"CALLE de San Máximo 3, 28041, Madrid",-4.41222,44.0016
2022-130,"CALLE de Palacio Silvela 1, 28300, Aranjuez",-4.47908,44.1925
2022-147,"CALLE Institutos 4, 28923, Alcorcón",-4.3035,44.5567
2022-226,"AVDA del Doctor Federico Rubio y Galí 59, 28040, Madrid",-4.39506,44.8226
2022-275,"CTRA a la Estación de Hortaleza 11, 28033, Madrid",-4.44689,44.1137
2022-296,"CALLE de Alcalá 66, 28009, Madrid",-4.42219,44.4838
2021-139,"AVIA Nacional II 0, 28850, Torrejón de Ardoz",-4.59555,44.2942
2021-300,"AVDA de San Diego 1,  Madrid",-4.43017,44.1226
2018-355,"CALLE de la Castellana 31, 28032, Madrid",-4.41489,44.5868
2021-466,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2017-115,"AVDA del Juncal 22, 28703, San Sebastián de los Reyes",-4.48207,44.778
2017-335,"CALLE Cudillero 6, 28250, Torrelodones",-4.2158,44.1337
2021-520,"PLAZA de Pablo Ruiz Picasso 11, 28020, Madrid",-4.4113,44.7861
2021-521,"PASEO de la Castellana 75, 28046, Madrid",-4.41239,44.7716
2021-522,"PASEO de la Castellana 65, 28046, Madrid",-4.4113,44.7566
2018-2843,"CALLE de la Princesa 3, 28008, Madrid",-4.39518,44.5152
2021-558,"CALLE Río Guadalquivir 13, 28906, Getafe",-4.40887,44.8239
2021-577,"AVDA Gran Bretaña 0, 28916, Leganés",-4.37623,44.5784
2021-643,"CALLE del General Arrando 11, 28010, Madrid",-4.40998,44.5916
2021-925,"CALLE Gran Vía 52, 28013, Madrid",-4.40034,44.4734
2022-20,"AVDA de la Hispanidad 0, 28042, Madrid",-4.49721,44.2599
2022-99,"CALLE del Enebro 2, 28942, Fuenlabrada",-4.30442,44.1234
2022-116,"CALLE de Aracne 3, 28022, Madrid",-4.50176,44.765
2022-121,"AVDA de la Vega 15, 28108, Alcobendas",-4.46526,44.7255
2018-1400,"CALLE de Serrano 57, 28006, Madrid",-4.41723,44.5902
2022-203,"CTRA de Colmenar Viejo 18, 28760, Tres Cantos",-4.40946,44.3383
2022-213,"AVDA de Pío XII 110, 28036, Madrid",-4.42489,44.0602
2018-2244,"AVDA de la Princesa Juana de Austria 1, 28054, Madrid",-4.37246,44.7597
2022-297,"CALLE de Los Brezos 6, 28042, Madrid",-4.50044,44.9113
2022-298,"CMNO del Príncipe 2, 28011, Madrid",-4.37648,44.4792
2022-300,"CALLE Gran Vía 22, 28013, Madrid",-4.4059,44.4614
2022-299,"AVDA de Monforte de Lemos 13, 28029, Madrid",-4.41219,44.1136
