,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
200,5273,Colegio público portugal,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9fb6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28008,Argüelles,https://wikidata.org/entity/Q64874,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439356,4475167,91 541 73 30,,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:30,,III,2,Si,No,,No,Si (20m²),"Bancos (mal estado), canastas",Alumbrado,"575,76",,Necesita reparación urgente,"Parque de la montaña (200m), pza de españa (250m)",Biblioteca jose acuña (400m),"1 , 2 , 44 , 46 , 74 , 75 , 133 , 138 , 148 , 202",,https://wikidata.org/entity/Q858684,Ventura Rodríguez,https://wikidata.org/entity/Q2378663,Calle juan alvarez mendizabal 20
201,5275,Colegio público pradolongo,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e4d6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,El Zofío,https://wikidata.org/entity/Q71751,Usera,https://wikidata.org/entity/Q953368,439235,4470063,91 469 35 81,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si (c/ parque de la paloma),,No,"Porche, arbolado","Porterías, canastas, columpios",No,"5762,1",Pendiente de reforma,"Parque pradolongo, parque olof palmer, parque sur",,,"6 , 60 , 78 , 81",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle parque de la paloma 9
202,5276,Colegio público príncipe de asturias,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3ae6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28049,El Goloso,https://wikidata.org/entity/Q10271137,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440993,4488102,917 355 115,917 355 003,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:30,,II,1,Si,Si (c/ kant),"C/ pavlov, carretera de colmenar viejo",Si,"Pasarela cubierta, mucho arbolado","Porterías, canastas, columpios, bancos","Alumbrado, fuentes","4127,85",Regular (difícil de mantener por su tamaño),,,"Patio dividido en varias zonas irregulares de tierra, con vegetación.",,,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle kant 2
203,5278,Colegio público puerto rico,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d417a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Orcasitas,https://wikidata.org/entity/Q3773941,Usera,https://wikidata.org/entity/Q953368,438923,4468845,913 412 726,913 416 960,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Servicio psicopedagógico 16:00-18:00,II,1,Si,Si (c/ segura),,Si,Porche (150m2),"Porterías, canastas, tobogán, mesas de juegos, bancos de obra",Fuentes,"4538,64","Una parte nueva, otra en mal estado",,,,"6 , 60 , 131",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle segura 74
204,5279,Colegio público rabindranath tagore,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2a27a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441019,4481612,917 332 373,917 332 373,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,n,,Si,,No,No,,No,"3975,48",,,,"Parcela grande y compleja, diferentes espacios e instalaciones disgregadas. ","67 , 132",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle julio palacios 35
205,6027,Colegio público ramiro de maeztu,"Comedor, horario ampliado, planes de mejora",Enseñanzas autorizadas: educación infantil segundo ciclo - educación primaria - enseñanza Bilingüe  - alemán,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=91f4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,El Viso,https://wikidata.org/entity/Q4778,Chamartín,https://wikidata.org/entity/Q1766348,441811,4477054,915 616 249,915 647 056,Cp.ramirodemaeztu.madrid@educa.madrid.org,Comunidad,Lunes-viernes,8:20-15:10 y 17:30-22:30,,,III,5,,Si (con cierto recorrido),,No,No,,No,"1007,64 + 407",,Plaza de azca (900m),Pabellón deportivo la nevera (0m),Patios disgregados conectados a través de corredores abiertos. pistas deportivas amplias. ,"9 , 16 , 19 , 51",,https://wikidata.org/entity/Q858684,República Argentina,https://wikidata.org/entity/Q2479342,Calle serrano 127
206,5280,Colegio público ramón gómez de la serna,"Comedor, transporte",Enseñanza: educacion infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7f37a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,San Cristóbal,https://wikidata.org/entity/Q390457,Villaverde,https://wikidata.org/entity/Q919536,441540,4465897,917 972 522 - 915 053 446,917 972 554,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,III,3,Si,Si (c/ godella),,No,Si (pequeños),"Canastas, porterías, tobogán, papeleras",No,"1966,30 + 1246,91",Bueno,,,,"59 , 79",Estación de San Cristóbal de los Ángeles,https://wikidata.org/entity/Q5494493,,https://wikidata.org/entity/Q858684,Calle godella 170
207,5281,Colegio público ramón maría del valle inclán,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c457a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Hellín,https://wikidata.org/entity/Q10294546,San Blas,https://wikidata.org/entity/Q2001937,447556,4475652,913 130 739,913 130 739,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,Entrenamientos equipo de baloncesto del distrito,I,2,Si,Si (c/ alconera),C/ taquigrafía,Si,No,"Porterías, canastas, bancos, columpios, vestuarios","Alumbrado, fuente","10129,334",Regular (necesita renovación y sombras),,,"Varias pistas deportivas, además de un patio delantero con juegos.","38 , 48",,https://wikidata.org/entity/Q858684,San Blas,https://wikidata.org/entity/Q2482075,Calle alconera 1
208,5282,Colegio público ramón pérez de ayala,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1a67a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,446318,4479712,917 592 205,917 599 412,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,II,2,Si,Si (c/ motilla del palancar),C/ pedro alonso,Si,Si,"Porterías, canastas, columpios",Alumbrado,"1663,885",Bueno,,,,"73 , 112 , 120",,https://wikidata.org/entity/Q858684,Canillas,https://wikidata.org/entity/Q2481265,Calle motilla del palancar 19
209,5283,Colegio público real armada,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6f77a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Fontarrón,https://wikidata.org/entity/Q10283284,Moratalaz,https://wikidata.org/entity/Q2076109,445219,4472545,"917 736 583        
917 724 429 (primaria)",917 736 583,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,2,Si,Si,,No,"Si (6x10m²), algo de arbolado","Porterías, canastas, juegos",Alumbrado,"1171,27 + 1611,72",Mejorable (suelos levantados sin arreglar),Parque de los patines (650m),"Biblioteca moratalaz (500m), polideportivo anfevi (750m)",,"8 , 20 , 30 , 63 , 143",,https://wikidata.org/entity/Q858684,Artilleros,https://wikidata.org/entity/Q649362,Calle corregidor juan francisco de lujan 114
210,5284,Colegio público regimiento inmemorial del rey,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b497a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Media Legua,https://wikidata.org/entity/Q9031035,Moratalaz,https://wikidata.org/entity/Q2076109,444220,4473183,914 390 948,913 282 535,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,3,Si (2 patios),Si (av. moratalaz),C/ entrearroyos,Si,No,"Porterías, canastas",No,"1189,62 + 888,65",Mejorable,Parque darwin (100m),Biblioteca miguel delibes (700m),,"8 , 20 , 30 , 32 , 113",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida moratalaz 51
211,5170,Colegio público reina victoria,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=714fa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,Castellana,https://wikidata.org/entity/Q4781,Salamanca,https://wikidata.org/entity/Q1773521,442462,4476303,915 631 283,914 113 067,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,1,Si,No,,Si,Porche (120m²),"Porterías, juegos",Alumbrado (no funciona),"1114,76",Actualmente se está realizando el proyecto de reforma del patio,,,,"1 , 29 , 52 , 74",,https://wikidata.org/entity/Q858684,Núñez de Balboa,https://wikidata.org/entity/Q782924,Calle principe de vergara 61
212,5289,Colegio público república de brasil,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0aa7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,San Fermín (Madrid),https://wikidata.org/entity/Q71758,Usera,https://wikidata.org/entity/Q953368,441427,4469102,917 923 478,917 920 822,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades extraescolares  l-v 16:00-19:00, m-j 16:00-20:00","Actividades del ampa, del ayuntamiento, de la comunidad de madrid, 3 escuelas municipales deportivas",II,3,Si,Si,,Si,"Zona de infantil cubierta, arbolado","Porterías, canastas, columpios, bancos corridos, zona para actuaciones, zona de tierra","Alumbrado, fuentes","2794,95",Bueno (reformado en proyecto micos 2019),Parque lineal del manzanares,"Polideportivo orcasur, caja mágica. nueva biblioteca. centro cultural",Cuenta con zonas verdes y equipamientos,"23 , 78 , 123",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida fueros 34
213,5286,Colegio público república de chile,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5fb7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Simancas,https://wikidata.org/entity/Q10371626,San Blas,https://wikidata.org/entity/Q2001937,447003,4475462,91 304 66 58,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividdes extraescolares 16:00 a 17:30 ,Centro de día cruz roja 16:00-20:00,II,4,Si (algunos patios),Si,2,Si,No,"Porterías, gradas",No,"1978,72",Bueno (la pista),Si,Auditorio,,"4 , 38 , 48 , 70 , 109",,https://wikidata.org/entity/Q858684,Simancas,https://wikidata.org/entity/Q2481349,Calle castillo de ucles 28
214,5285,Colegio público república de colombia,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a4d7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Puerta Bonita,https://wikidata.org/entity/Q3813762,Carabanchel,https://wikidata.org/entity/Q1001991,437550,4469963,914 650 587,914 650 587,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,I,3,Si,Si (pza. alloz),,Si,Si,"Porterías, canastas, columpios, arenero",Alumbrado,"3596,47",Bueno,,,,"47 , 108 , 118 , 121 , 131",,https://wikidata.org/entity/Q858684,Pan Bendito,https://wikidata.org/entity/Q2482414,Plaza alloz 3
215,5290,Colegio público república de ecuador,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f9e7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28019,Opañel,https://wikidata.org/entity/Q3813756,Carabanchel,https://wikidata.org/entity/Q1001991,438554,4471240,914 603 284 - 915 600 937,914 603 284,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Escuela oficial de idiomas de carabanchel 16:00-20:30,III,1,No (escalones),No,,No,Si (20m²),"Porterías, canastas, mesas",Alumbrado,"3236,9",Bueno,,,,"34 , 35 , 55 , 81 , 108 , 118 , 247",,https://wikidata.org/entity/Q858684,Opañel,https://wikidata.org/entity/Q2482116,Calle valle de oro 41
216,5291,Colegio público república de el salvador,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=945813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,Los Ángeles,https://wikidata.org/entity/Q390462,Villaverde,https://wikidata.org/entity/Q919536,440728,4466783,917 964 041,917 987 815,Cp.elsalvador.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Quedamos al salir de clase' 16:00-20:00,II,4,Si (1 patio),Si,,Si,Toldo (patio infantil),"Porterías, canastas",Alumbrado,"1732,78 + 1377,59",Bueno (en patios reformados),,,,"22 , 86 , 130",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle sacedon 2
217,5262,Colegio público república de panamá nº 1,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4ff7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Arcos,https://wikidata.org/entity/Q9627876,San Blas,https://wikidata.org/entity/Q2001937,447612,4475289,"913 065 472    
917 754 199",913 065 472,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,3,Si,Si (c/ aparejadores),,No,No,"Canastas, porterías",Alumbrado,"2176,1946",Regular (necesita reformas importantes),,,,"38 , 48",,https://wikidata.org/entity/Q858684,San Blas,https://wikidata.org/entity/Q2482075,Calle peones 2
218,5287,Colegio público república de paraguay,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a41813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,Valverde,https://wikidata.org/entity/Q31132,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441081,4482594,917 343 888,917 351 680,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,2,Si,Si (c/ mataró),Principal del centro,Si,No,"Porterías, canastas, columpios, mesas",No,"2048,72",Muy bueno,,,Espacios muy subdivididos con vallas.,124,,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle manresa 60
219,5292,Colegio público república de uruguay,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f92813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28047,Los Cármenes,https://wikidata.org/entity/Q10319792,Latina,https://wikidata.org/entity/Q794954,437093,4471695,914 661 360,914 613 919,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,2,Si,Si,,Si,Si,"Canastas, porterías",No,"6459,51",Bueno,,,"Patio muy amplio, lugar estratégico para zona caño roto","17 , 25 , 55, 119",,https://wikidata.org/entity/Q858684,Carpetana,https://wikidata.org/entity/Q2482395,Avenida nuestra señora de valvanera 120
220,5288,Colegio público república de venezuela,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4f3813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,El Zofío,https://wikidata.org/entity/Q71751,Usera,https://wikidata.org/entity/Q953368,439428,4470578,915 698 392,914 695 258,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,,I,3,Si,Si (c/ cerecinos),"C/ san magín, c/ ricardo beltrán y rózpide",Si,No,"Porterías, canastas, columpios, bancos",Alumbrado,"2088,24",Bueno,,,,"6 , 47 , 60 , 81 , 247",,https://wikidata.org/entity/Q858684,Plaza Elíptica,https://wikidata.org/entity/Q782113,Calle cerecinos 8
221,5293,Colegio público república dominicana,"Comedor, planes de mejora, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e96813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28044,Buenavista,https://wikidata.org/entity/Q953929,Carabanchel,https://wikidata.org/entity/Q1001991,436256,4470002,914 629 060,914 662 819,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Centros abiertos (servicios sociales) 17:00-19:30,III,2,Si,Si (pza. del parterre),"Ronda don bosco, parque de la cruz",No,Porche,"Porterías, canastas, columpios",No,"1276,4",Bueno,Parque de las cruces,,,"34 , 35 , 121 , 131 , 139 , 47",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Ronda don bosco 2
222,5295,Colegio público rosa luxemburgo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3f7813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28023,Aravaca,https://wikidata.org/entity/Q3314682,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,434574,4477995,913 570 212,913 570 661,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:30,,III,2,Si,Si (c/ bardegueral y c/ seis de diciembre ),,No,Toldos (5m²),"Porterías, canastas, castillos, arenero, juguetes infantiles","Alumbrado, fuentes","2848,06",,Algunos espacios no muy bien conservados,Parque del arroyo (200m),Pistas deportivas (400m),160,,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle bardegueral 16
223,5298,Colegio público rufino blanco,"Horario ampliado, comedor, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=849813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28010,Trafalgar,https://wikidata.org/entity/Q10384027,Chamberí,https://wikidata.org/entity/Q1763370,440424,4476634,914 484 083,915 944 701,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,3,No,Si,,No,No,,No,"1319,28",,"Parque enrique herreros (200m), parque rios rosas (400m), parque santander (700m)","Biblioteca jose luis sampedro (500m), instalaciones deportivas canal (700m)",,"3 , 12 , 37 , 149",,https://wikidata.org/entity/Q858684,Canal,https://wikidata.org/entity/Q2479455,Calle general alvarez de castro 46
224,5300,Colegio público sagunto,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d9a813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,San Cristóbal,https://wikidata.org/entity/Q390457,Villaverde,https://wikidata.org/entity/Q919536,441938,4466057,917 976 726,917 976 726,,Ayuntamiento,Lunes-viernes continua,9:00-15:30,Actividades extraescolares 15:30-15:30,,III,3,Si,Si (c/ paterna),Principal del centro,No,No,"Porterías, canastas",Alumbrado,"1042,48",Regular (necesita repintado),,,,"59 , 79",Estación de San Cristóbal de los Ángeles,https://wikidata.org/entity/Q5494493,,https://wikidata.org/entity/Q858684,Calle paterna 14
225,5301,Colegio público san benito,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2fb813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,Concepción,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445139,4477270,913 670 800 - 913 680 735,913 570 800,,Comunidad,Lunes-viernes continua,9:00-16:00,,,III,1,,Si,,No,No,,No,"1898,46",,"Parque juan perez zuñiga (190m), parque pablo raez (450m)","Instalacion deportiva (400m), polideportivo la concepcion (800m)",,"21 , 70",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle juan perez zuñiga 36
226,5302,Colegio público san carlos,Planes de mejora,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=74d813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435,Villaverde,https://wikidata.org/entity/Q919536,439602,4466184,917 966 105,917 979 728,,Ayuntamiento,Lunes-viernes continua,9:00-15:00,,,III,1,Si,Si (c/ villastar),C/ geología,No,Porche (200m²),Canastas,Alumbrado,"234,57",Regular (deterioro y falta de elementos de seguridad),,,,"22, 79 , 130",Villaverde Alto,https://wikidata.org/entity/Q2480338,,https://wikidata.org/entity/Q858684,Calle villastar 8
227,5303,Colegio público san cristóbal,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c9e813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28015,Arapiles,https://wikidata.org/entity/Q10856744,Chamberí,https://wikidata.org/entity/Q1763370,440254,4476549,914 481 381,914 480 206,,Comunidad,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:30,,III,1,No,Si (pza mancomunidad de san cristobal),,No,No,"Parque infantil, canastas, jardín vertical",No,"-1,20e-08",Mejorable (pendientes de iniciativa de reparación),"Plaza parroquia de san cristobal (50m), parque enrique herreros (350m), parque santander (700m)","Casa de cultura y participación chamberi (60m), biblioteca jose luis sampedro (650m), centro cultural galileo (750m)",No tiene patio propio. el alumnado sale a la zona de acceso libre de la plaza de la mancomunidad de san cristóbal,"3 , 12 , 37 , 149",,https://wikidata.org/entity/Q858684,Canal,https://wikidata.org/entity/Q2479455,Calle bravo murillo 41
