Column,pk,name,equipment,teaching,typeAccessibility,contentURL,locality,province,postalCode,neighborhood,district,coordX,coordY,phone,fax,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,metro,address
188,5151,Colegio público parque eugenia de montijo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d1cda3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28047,Vista Alegre,Carabanchel,436244,4470234,914 615 653,914 615 603,Nan,Ayuntamiento,Lunes-viernes partida,9:00-15:00,Actividades extraescolares 15:00-17:00,-,Iii,1,Si (una parte del patio),Si,-,No,"Zona cubierta (20x10m), arbolado","Porterías, canastas, aula exterior",Fuente,"4097,78",Mejorable,"Parque eugenia de montijo, parque de las cruces","Polideportivo la mina, polideportivo las cruces, polideportivo francisco fdz ochoa",Nan," 34 , 35 , 121 , 131 , 139",Nan,Nan,Calle parque eugenia de montijo 28
189,5264,Colegio público pasamonte,"Comedor, integración (general)",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1516a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28030,Marroquina,Moratalaz,445019,4473719,91 430 53 66,Nan,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,3,No,Si (av. dr garía tapia),-,No,Arbolado,"Porterías, canastas",Alumbrado,"2946,96",-,Parque moratalaz (200m),"Campo urbis (550m), biblioteca miguel delibes (600m)",Los accesos a los patios tienen algunos desniveles y escaleras," 30 , 32 , 71 , 113",Nan,Vinateros,Avenida doctor garcia tapia 47
190,5253,Colegio público patriarca obispo eijo y garay,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6a26a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28006,El Viso,Chamartin,442193,4476784,917 450 282,917 451 152,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-19:30,-,Iii,1,Si,Si (c/ edison),-,No,No,"Canastas, columpios",Alumbrado,"3847,45",Pendiente de reparación de pistas deportivas,Jardines gregorio ordóñez (800m),"Centro cultural ecuador (400m), centro cultural china (800m)",Patio muy amplio con posta deportiva y cierta vegetación. varios subespacios," 9, 16, 19, 29 , 52, circular",Nan,Avenida de américa,Calle lopez de hoyos 40
191,176881,Colegio público pedro duque,"Transporte, horario ampliado, comedor, planes de mejora",Enseñanza: educación infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ee844b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28032,Casco H.Vicalvaro,Vicalvaro,448463,4472023,917 762 363,917 753 209,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si (c/ molino viejo),Acceso principal (c/ marmolina),No,Toldos plegables,"Porterías, canastas","Alumbrado, fuentes","4769,08",Aceptable (alguna grieta),"Parque forestal valdebernardo (220m), parque valderribas (400m)",-,Nan," 71, 100",Nan,Nan,Calle marmolina 5
192,5267,Colegio público perú,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=bf36a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28019,Comillas,Carabanchel,439577,4471918,91 569 14 65,Nan,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,-,Iii,4,Si,Si (c/ baleares),C/ antonio leyva,Si,Si (100m²),"Porterías, canastas, juegos","Alumbrado, fuentes","1421,85 + 1219,65 + 1731,99",Bueno,Nan,Nan,Nan," 23 , 34 , 35 , 116 , 118 , 119",Nan,Marqués de vadillo,Calle baleares 18
193,5268,Colegio público pi i margall,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0556a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28004,Universidad,Centro,440234,4475367,915 323 420,915 231 075,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,1,No,No,-,Sí,Porche,Canastas,No,"291,34",Bueno,"Plaza dos de mayo (0m), parque conde del valle de suchil (650m)",Biblioteca mario vargas llosa (500m) centro cultural conde duque,Nan," 3 , 21 , 40 , 147 , 149",Nan,"Noviciado , tribunal , bilbao",Plaza dos de mayo 2
194,176871,Colegio público pinar de san josé,"Horario ampliado, comedor, integración preferente: motóricos",Enseñanza: segundo ciclo de educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=99744b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28054,Buenavista,Carabanchel,435102,4468331,915 112 417,915 112 418,Cp.pinardesanjose.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,-,Iii,3,Si,Si (c/ patrimonio de la humanidad),C/ los morales,No,Si,"Porterías, canastas, toboganes, bancos, zonas de tierra",Alumbrado,"6364,01","Mejorable (pavimentos deteriorados, vallado muy bajo)",Nan,Nan,Nan,"155, 35",Nan, la peseta,Calle patrimonio de la humanidad 39
195,5269,Colegio público pinar del rey,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5a66a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28033,Pinar Del Rey,Hortaleza,444541,4480310,917 664 763,917 664 763,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,2,No (escaleras),Si (c/ cervera),Acceso principal del centro,Si,"Porche, arbolado","Porterías, canastas, columpios",No,"3954,2965",Bueno,Nan,Nan,Normalmente el patio es cedido por las tardes a una asociación del barrio," 107 , 125",Nan,Nan,Avenida san luis 23
196,5270,Colegio público pintor rosales,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=af76a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28002,El Viso,Chamartin,442559,4477537,915 623 948,915 638 730,Nan,Ayuntamiento,Lunes-viernes,9:00-17:30,Gimnasio 17:30-20:45,-,Iii,1,Si,No,-,No,No,"Canastas, porterías",No,"1152,42",Reformado recientemente,"Jardines pablo sorozábal (0m), parque berlín (550m)","Centro sociocultural luis gonzaga (50m), biblioteca francisco ibáñez (650m)",Nan," 29 , 52",Nan,Cruz del rayo,Calle principe de vergara 139
197,5271,Colegio público pío baroja,"Comedor, horario ampliado",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f496a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28030,Vinateros,Moratalaz,445867,4472744,917 739 618 - 913 713 235,917 739 618,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,3,Si,Si (c/ luis de hoyos sainz),-,No,2 porches (15m²),"Porterías, canastas",Alumbrado (1 pista),"2413,01",Bueno,Parque vandel (20m),Polideportivo anfevi (600m),Nan," 20, 30, 32 , 100 , 140 , 142",Nan,"Artilleros, pavones",Calle luis de hoyos sainz 84
198,5272,Colegio público pío xii,"Comedor, transporte",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4aa6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28029,Almenara,Tetuan,441176,4479817,91 315 12 21,Nan,Nan,Ayuntamiento,Lunes-viernes continua,9:00-15:45,Actividades extraescolares 16:00-17:00,-,I,1,Si,Si (c/ defín),-,Si,Porches,"Canastas, porterías, columpios",Alumbrado,"1508,38",Regular,Plaza remonta (600m),"Biblioteca maria zambrano (400m), centro cultural fernando urculo (450m), cdm antonio diaz (650m)","Patio protegido, con espacio cubierto"," 5 , 27 , 42 , 49 , 66 ,124 , 134 , 135 ,",Nan,Plaza de castilla,Calle delfin 2
199,5430971,Colegio público plácido domingo,"Horario ampliado, comedor",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=81ecf6fddbf04210vgnvcm1000000b205a0arcrd,Madrid,Madrid,28045,Atocha,Arganzuela,442433,4472093,917 650 789 - 633 494 079,Nan,Nan,Ayuntamiento,Lunes-viernes continua,7:30-18:00,-,-,Iii,1,Si,Si (c/ tejo),-,No,No,"Porterías, canastas",No,"2057,91",Bueno,Parque planetario (750m),-,Nan,"8, 102, 152, 156",Nan, méndez álvaro,Calle tejo 5
200,5273,Colegio público portugal,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9fb6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28008,Arguelles,Moncloa-Aravaca,439356,4475167,91 541 73 30,Nan,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:30,Nan,Iii,2,Si,No,Nan,No,Si (20m²),"Bancos (mal estado), canastas",Alumbrado ,"575,76",Nan,Necesita reparación urgente,"Parque de la montaña (200m), pza de españa (250m)",Biblioteca jose acuña (400m)," 1 , 2 , 44 , 46 , 74 , 75 , 133 , 138 , 148 , 202",Nan,"Ventura rodríguez , plaza de españa",Calle juan alvarez mendizabal 20
201,5275,Colegio público pradolongo,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e4d6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28026,Zofio,Usera,439235,4470063,91 469 35 81,Nan,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si (c/ parque de la paloma),-,No,"Porche, arbolado","Porterías, canastas, columpios",No,"5762,1",Pendiente de reforma,"Parque pradolongo, parque olof palmer, parque sur",Nan,Nan," 6 , 60 , 78 , 81",Nan,Nan,Calle parque de la paloma 9
202,5276,Colegio público príncipe de asturias,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3ae6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28049,El Goloso,Fuencarral-El Pardo,440993,4488102,917 355 115,917 355 003,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:30,-,Ii,1,Si,Si (c/ kant),"C/ pavlov, carretera de colmenar viejo",Si,"Pasarela cubierta, mucho arbolado","Porterías, canastas, columpios, bancos","Alumbrado, fuentes","4127,85",Regular (difícil de mantener por su tamaño),Nan,Nan,"Patio dividido en varias zonas irregulares de tierra, con vegetación.",Nan,Nan,Nan,Calle kant 2
203,5278,Colegio público puerto rico,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d417a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,Orcasitas,Usera,438923,4468845,913 412 726,913 416 960,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Servicio psicopedagógico 16:00-18:00,Ii,1,Si,Si (c/ segura),-,Si,Porche (150m2),"Porterías, canastas, tobogán, mesas de juegos, bancos de obra",Fuentes,"4538,64","Una parte nueva, otra en mal estado",Nan,Nan,Nan," 6 , 60 , 131",Nan,Nan,Calle segura 74
204,5279,Colegio público rabindranath tagore,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2a27a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28029,La Paz,Fuencarral-El Pardo,441019,4481612,917 332 373,917 332 373,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,,-,Si,-,No,No,-,No,"3975,48",-,Nan,Nan,"Parcela grande y compleja, diferentes espacios e instalaciones disgregadas. "," 67 , 132",Nan,Nan,Calle julio palacios 35
205,6027,Colegio público ramiro de maeztu,"Comedor, horario ampliado, planes de mejora",Enseñanzas autorizadas: educación infantil segundo ciclo - educación primaria - enseñanza biling&amp;uuml;e  - alemán,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=91f4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28006,El Viso,Chamartin,441811,4477054,915 616 249,915 647 056,Cp.ramirodemaeztu.madrid@educa.madrid.org,Comunidad,Lunes-viernes,8:20-15:10 y 17:30-22:30,-,-,Iii,5,-,Si (con cierto recorrido),-,No,No,-,No,"1007,64 + 407",-,Plaza de azca (900m),Pabellón deportivo la nevera (0m),Patios disgregados conectados a través de corredores abiertos. pistas deportivas amplias. ," 9 , 16 , 19 , 51",Nan,República argentina,Calle serrano 127
206,5280,Colegio público ramón gómez de la serna,"Comedor, transporte",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7f37a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Cristobal,Villaverde,441540,4465897,917 972 522 - 915 053 446,917 972 554,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,-,Iii,3,Si,Si (c/ godella),-,No,Si (pequeños),"Canastas, porterías, tobogán, papeleras",No,"1966,30 + 1246,91",Bueno,Nan,Nan,Nan,"59 , 79", san cristóbal de los angeles,Nan,Calle godella 170
207,5281,Colegio público ramón maría del valle inclán,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c457a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28037,Hellin,San Blas-Canillejas,447556,4475652,913 130 739,913 130 739,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,Entrenamientos equipo de baloncesto del distrito,I,2,Si,Si (c/ alconera),C/ taquigrafía,Si (vestuarios),No,"Porterías, canastas, bancos, columpios, vestuarios","Alumbrado, fuente","10129,334",Regular (necesita renovación y sombras),Nan,Nan,"Varias pistas deportivas, además de un patio delantero con juegos."," 38 , 48",Nan,San blas,Calle alconera 1
208,5282,Colegio público ramón pérez de ayala,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1a67a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28043,Canillas,Hortaleza,446318,4479712,917 592 205,917 599 412,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Ii,2,Si,Si (c/ motilla del palancar),C/ pedro alonso,Si,Si,"Porterías, canastas, columpios",Alumbrado,"1663,885",Bueno,Nan,Nan,Nan," 73 , 112 , 120",Nan,Canillas,Calle motilla del palancar 19
209,5283,Colegio público real armada,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6f77a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28030,Fontarron,Moratalaz,445219,4472545,"917 736 583        
917 724 429 (primaria)",917 736 583,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,2,Si,Si,-,No,"Si (6x10m²), algo de arbolado","Porterías, canastas, juegos",Alumbrado ,"1171,27 + 1611,72",Mejorable (suelos levantados sin arreglar),Parque de los patines (650m),"Biblioteca moratalaz (500m), polideportivo anfevi (750m)",Nan,"8 , 20 , 30 , 63 , 143",Nan, artilleros,Calle corregidor juan francisco de lujan 114
210,5284,Colegio público regimiento inmemorial del rey,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b497a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28030,Media Legua,Moratalaz,444220,4473183,914 390 948,913 282 535,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,3,Si (2 patios),Si (av. moratalaz),C/ entrearroyos,Si,No,"Porterías, canastas",No,"1189,62 + 888,65",Mejorable,Parque darwin (100m),Biblioteca miguel delibes (700m),Nan," 8 , 20 , 30 , 32 , 113",Nan,Nan,Avenida moratalaz 51
211,5170,Colegio público reina victoria,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=714fa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28006,Castellana,Salamanca,442462,4476303,915 631 283,914 113 067,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,1,Si,No,-,Si,Porche (120m²),"Porterías, juegos",Alumbrado (no funciona),"1114,76",Actualmente se está realizando el proyecto de reforma del patio,-,-,Nan," 1 , 29 , 52 , 74",Nan,Núñez de balboa,Calle principe de vergara 61
212,5289,Colegio público república de brasil,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria enseñanza bling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0aa7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,San Fermin,Usera,441427,4469102,917 923 478,917 920 822,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades extraescolares  l-v 16:00-19:00, m-j 16:00-20:00","Actividades del ampa, del ayuntamiento, de la comunidad de madrid, 3 escuelas municipales deportivas",Ii,3,Si,Si,-,Si,"Zona de infantil cubierta, arbolado","Porterías, canastas, columpios, bancos corridos, zona para actuaciones, zona de tierra","Alumbrado, fuentes","2794,95",Bueno (reformado en proyecto micos 2019),Parque lineal del manzanares,"Polideportivo orcasur, caja mágica. nueva biblioteca. centro cultural",Cuenta con zonas verdes y equipamientos," 23 , 78 , 123",Nan,Nan,Avenida fueros 34
213,5286,Colegio público república de chile,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5fb7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28037,Simancas,San Blas-Canillejas,447003,4475462,91 304 66 58,Nan,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividdes extraescolares 16:00 a 17:30 ,Centro de día cruz roja 16:00-20:00,Ii,4,Si (algunos patios),Si,2,Si (casa del conserje),No,"Porterías, gradas",No,"1978,72",Bueno (la pista),Si,Auditorio,Nan," 4 , 38 , 48 , 70 , 109",Nan,Simancas,Calle castillo de ucles 28
214,5285,Colegio público república de colombia,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a4d7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28025,Puerta Bonita,Carabanchel,437550,4469963,914 650 587,914 650 587,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,-,I,3,Si,Si (pza. alloz),-,Si,Si,"Porterías, canastas, columpios, arenero",Alumbrado,"3596,47",Bueno,Nan,Nan,Nan," 47 , 108 , 118 , 121 , 131",Nan,Pan bendito,Plaza alloz 3
215,5290,Colegio público república de ecuador,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f9e7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28019,Opañel,Carabanchel,438554,4471240,914 603 284 - 915 600 937,914 603 284,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Escuela oficial de idiomas de carabanchel 16:00-20:30,Iii,1,No (escalones),No,-,No,Si (20m²),"Porterías, canastas, mesas",Alumbrado,"3236,9",Bueno,Nan,Nan,Nan," 34 , 35 , 55 , 81 , 108 , 118 , 247",Nan,"Oporto , opañel",Calle valle de oro 41
216,5291,Colegio público república de el salvador,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=945813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,Los Angeles,Villaverde,440728,4466783,917 964 041,917 987 815,Cp.elsalvador.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Quedamos al salir de clase' 16:00-20:00,Ii,4,Si (1 patio),Si,-,Si,Toldo (patio infantil),"Porterías, canastas",Alumbrado,"1732,78 + 1377,59",Bueno (en patios reformados),Nan,Nan,Nan," 22 , 86 , 130",Nan,Nan,Calle sacedon 2
217,5262,Colegio público república de panamá nº 1,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4ff7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28037,Arcos,San Blas-Canillejas,447612,4475289,"913 065 472    
917 754 199",913 065 472,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,Nan,Iii,3,Si,Si (c/ aparejadores),Nan,No,No,"Canastas, porterías",Alumbrado,"2176,1946",Regular (necesita reformas importantes),Nan,Nan,Nan," 38 , 48",Nan,San blas,Calle peones 2
218,5287,Colegio público república de paraguay,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a41813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28034,Valverde,Fuencarral-El Pardo,441081,4482594,917 343 888,917 351 680,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,2,Si,Si (c/ mataró),Principal del centro,Si,No,"Porterías, canastas, columpios, mesas",No,"2048,72",Muy bueno,Nan,Nan,Espacios muy subdivididos con vallas., 124,Nan,Nan,Calle manresa 60
219,5292,Colegio público república de uruguay,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f92813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28047,Los Carmenes,Latina,437093,4471695,914 661 360,914 613 919,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,I,2,Si,Si,-,Si,Si,"Canastas, porterías",No,"6459,51",Bueno,Nan,Nan,"Patio muy amplio, lugar estratégico para zona caño roto"," 17 , 25 , 55, 119",Nan,Carpetana,Avenida nuestra señora de valvanera 120
220,5288,Colegio público república de venezuela,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4f3813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28026,Zofio,Usera,439428,4470578,915 698 392,914 695 258,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,-,I,3,Si,Si (c/ cerecinos),"C/ san magín, c/ ricardo beltrán y rózpide",Si,No,"Porterías, canastas, columpios, bancos",Alumbrado,"2088,24",Bueno,Nan,Nan,Nan," 6 , 47 , 60 , 81 , 247",Nan,Plaza elíptica,Calle cerecinos 8
221,5293,Colegio público república dominicana,"Comedor, planes de mejora, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e96813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28044,Buenavista,Carabanchel,436256,4470002,914 629 060,914 662 819,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Centros abiertos (servicios sociales) 17:00-19:30,Iii,2,Si,Si (pza. del parterre),"Ronda don bosco, parque de la cruz",No,Porche,"Porterías, canastas, columpios",No,"1276,4",Bueno,Parque de las cruces,Nan,Nan," 34 , 35 , 121 , 131 , 139 , 47",Nan,Nan,Ronda don bosco 2
