num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S015048;16/05/2022;13:48:00;CALL. ATOCHA, 94;94;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.941.617;4.473.585.917;N;NULL
2022S015074;16/05/2022;23:10:00;CALL. MAYOR, 88;88;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.380.662;4.474.080.076;N;NULL
2022S015081;17/05/2022;3:10:00;CALL. TOLEDO / CALL. SANTA CASILDA;134A;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.542.683;4.472.947.587;N;NULL
2022S015083;16/05/2022;23:30:00;AVDA. SENECA / CALL. MARTIN FIERRO;12;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.008.887;4.476.285.332;N;NULL
2022S015124;17/05/2022;14:45:00;CALL. DOÑA URRACA / CALL. JAIME VERA;33;10;LATINA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.170.521;4.473.818.513;N;NULL
2022S015147;17/05/2022;16:50:00;CALL. ANA TERESA, 48;48;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;433.014.198;4.479.262.726;N;NULL
2022S015160;17/05/2022;18:40:00;CALL. VALLE DE MENA / CALL. ANTONIO MACHADO;2;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;439.371.192;4.480.176.450;N;NULL
2022S015238;18/05/2022;19:35:00;PASEO. CASTAÑOS / CMNO. RUISEÑOR;0;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.470.609;4.474.309.617;N;NULL
2022S015238;18/05/2022;19:35:00;PASEO. CASTAÑOS / CMNO. RUISEÑOR;0;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.470.609;4.474.309.617;N;NULL
2022S015275;19/05/2022;7:40:00;CALL. MAURICIO LEGENDRE / CALL. AGUSTIN DE FOXA;8;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.794.904;4.480.041.194;N;NULL
2022S015306;19/05/2022;11:40:00;PLAZA. CASTILLA, 3;3;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.518.428;4.479.643.779;N;NULL
2022S015392;19/05/2022;11:50:00;PARQUE JUAN CARLOS I;1;21;BARAJAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.808.800;4.478.486.577;N;NULL
2022S015392;19/05/2022;11:50:00;PARQUE JUAN CARLOS I;1;21;BARAJAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;448.808.800;4.478.486.577;N;NULL
2022S015436;20/05/2022;18:50:00;CALL. ALCALDE SAINZ DE BARANDA, 92;92;4;SALAMANCA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;443.812.476;4.474.719.594;N;NULL
2022S015436;20/05/2022;18:50:00;CALL. ALCALDE SAINZ DE BARANDA, 92;92;4;SALAMANCA;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Hombre;14;Sin asistencia sanitaria;443.812.476;4.474.719.594;N;NULL
2022S015444;20/05/2022;20:30:00;CALL. VALENCIA, 19;19;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440.623.088;4.473.120.203;N;NULL
2022S015444;20/05/2022;20:30:00;CALL. VALENCIA, 19;19;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 70 a 74 años;Mujer;3;Ingreso superior a 24 horas;440.623.088;4.473.120.203;N;NULL
2022S015487;21/05/2022;4:55:00;CALL. GOYA, 61;61;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.232.837;4.475.164.523;N;NULL
2022S015511;21/05/2022;10:25:00;CALL. VELAZQUEZ, 30;30;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.967.701;4.475.138.875;N;NULL
2022S015513;21/05/2022;12:20:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;246;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;NULL;NULL;445.174.053;4.471.279.771;N;NULL
2022S015513;21/05/2022;12:20:00;AVDA. ALBUFERA / CALL. PEDRO LABORDE;246;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Mujer;NULL;NULL;445.174.053;4.471.279.771;N;NULL
2022S015589;22/05/2022;8:30:00;GTA. PIRAMIDES / PASEO. ACACIAS;2;2;ARGANZUELA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.431.439;4.472.506.688;N;NULL
2022S015603;22/05/2022;10:40:00;AVDA. NICETO ALCALA ZAMORA, 37;37;16;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;445.205.207;4.482.444.838;N;NULL
2022S015664;21/05/2022;9:45:00;RONDA. LAGO, 5;5;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.338.857;4.474.187.147;N;NULL
2022S015664;21/05/2022;9:45:00;RONDA. LAGO, 5;5;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;437.338.857;4.474.187.147;N;NULL
2022S015671;23/05/2022;14:25:00;AVDA. MACHUPICHU, 1;1;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.997.242;4.478.447.879;N;NULL
2022S015672;22/05/2022;22:00:00;CALL. VALLEHERMOSO / CALL. JOAQUIN MARIA LOPEZ;72;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439.921.460;4.476.569.812;N;NULL
2022S015712;23/05/2022;19:35:00;GLORIETA CARLOS LLAMAS;0;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448.711.720;4.477.725.299;N;NULL
2022S015712;23/05/2022;19:35:00;GLORIETA CARLOS LLAMAS;0;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;448.711.720;4.477.725.299;N;NULL
2022S015739;24/05/2022;10:20:00;CTRA. CARABANCHEL A ARAVACA, 56;56;10;LATINA;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434.281.779;4.472.137.755;N;NULL
2022S015769;17/05/2022;17:00:00;CALL. FRANCISCO SILVELA / CALL. JOSE ORTEGA Y GASSET;13;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.133.180;4.475.681.611;N;NULL
2022S015843;25/05/2022;12:10:00;CALL. ALCALDE SAINZ DE BARANDA, 92;92;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.785.858;4.474.713.592;N;NULL
2022S015847;25/05/2022;13:50:00;AVDA. MANZANARES, 174;174;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;14;Sin asistencia sanitaria;439.988.129;4.471.899.983;N;NULL
2022S015847;25/05/2022;13:50:00;AVDA. MANZANARES, 174;174;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;439.988.129;4.471.899.983;N;NULL
2022S015855;25/05/2022;15:15:00;CALL. JOSE ANTONIO NOVAIS, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.322.851;4.477.496.580;N;NULL
2022S015864;25/05/2022;18:20:00;GTA. BILBAO / CALL. LUCHANA;1;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;440.464.551;4.475.606.779;N;NULL
2022S015877;25/05/2022;20:35:00;CALL. BUSTILLO DEL ORO, 18A;18A;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.049.259;4.479.177.431;N;NULL
2022S015916;26/05/2022;9:28:00;CMNO. SOTILLO A FUENCARRAL / CMNO. VALVERDE;1;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.537.665;4.486.194.197;N;NULL
2022S016013;27/05/2022;8:20:00;PLAZA. DUQUE DE PASTRANA, 7;7;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;442.562.221;4.479.943.630;N;NULL
2022S016031;27/05/2022;10:50:00;CALL. GRAN VIA, 32;32;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.290.132;4.474.635.078;N;NULL
2022S016053;27/05/2022;17:10:00;CALL. PUERTO DE SANTA MARIA / CALL. NAPOLES;79;16;HORTALEZA;Colisión lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.647.943;4.478.987.223;N;NULL
2022S016108;27/05/2022;23:20:00;CALL. EL BOSCO / CALL. RAMON PEREZ DE AYALA;14;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;444.920.095;4.472.315.232;S;NULL
2022S016179;28/05/2022;18:50:00;CALL. GENERAL MILLAN ASTRAY, 21;21;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;434.958.527;4.469.904.062;N;NULL
2022S016225;29/05/2022;5:20:00;CALL. BRAVO MURILLO, 184;184;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;440.405.367;4.478.431.438;N;NULL
2022S016277;29/05/2022;22:50:00;CALL. GENERAL RICARDOS / AVDA. OPORTO;155;11;CARABANCHEL;Colisión frontal;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;2;Ingreso inferior o igual a 24 horas;437.904.331;4.471.135.539;N;NULL
2022S016296;27/05/2022;9:03:00;PASEO. PIÑONERO / CTRA. GARABITAS;3;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;437.463.245;4.475.727.542;N;NULL
2022S016296;27/05/2022;9:03:00;PASEO. PIÑONERO / CTRA. GARABITAS;3;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;437.463.245;4.475.727.542;N;NULL
2022S016308;30/05/2022;10:35:00;CALL. SAN BERNARDO / CALL. NOVICIADO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.997.588;4.475.233.174;N;NULL
2022S016332;30/05/2022;17:15:00;CALL. JUGUETERIA, 4;4;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.198.708;4.475.074.770;N;NULL
2022S016367;31/05/2022;8:40:00;PASEO. CHOPERA / CALL. FERNANDO POO;31;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440.576.599;4.471.801.984;N;NULL
2022S016367;31/05/2022;8:40:00;PASEO. CHOPERA / CALL. FERNANDO POO;31;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.576.599;4.471.801.984;N;NULL
2022S016368;25/05/2022;14:00:00;PASEO. PIÑONERO / PLAZA. MORERAS;3;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;437.624.205;4.475.453.787;N;NULL
2022S016369;31/05/2022;8:50:00;AVDA. MENENDEZ PELAYO, 77;77;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.562.189;4.473.518.031;N;NULL
2022S016427;31/05/2022;15:00:00;CALL. NARDO / CALL. DELFIN;14;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.221.672;4.479.824.219;N;NULL
2022S016463;01/06/2022;7:42:00;AUTOV. M-607, +01400E INCORPARACION M40 SENTIDO NO;+01400E;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;NULL;NULL;441.759.775;4.485.950.104;N;NULL
2022S016463;01/06/2022;7:42:00;AUTOV. M-607, +01400E INCORPARACION M40 SENTIDO NO;+01400E;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;NULL;NULL;441.759.775;4.485.950.104;N;NULL
2022S016463;01/06/2022;7:42:00;AUTOV. M-607, +01400E INCORPARACION M40 SENTIDO NO;+01400E;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441.759.775;4.485.950.104;N;NULL
2022S016551;01/06/2022;12:25:00;PASEO. SALON DEL ESTANQUE / PASEO. ARGENTINA;0;3;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.893.363;4.474.288.775;N;NULL
2022S016551;01/06/2022;12:25:00;PASEO. SALON DEL ESTANQUE / PASEO. ARGENTINA;0;3;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Peatón;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441.893.363;4.474.288.775;N;NULL
2022S016699;01/06/2022;22:50:00;AVDA. POBLADOS / CALL. ILDEFONSO GONZALEZ VALENCIA;124;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;438.719.148;4.469.469.648;N;NULL
2022S016737;01/06/2022;17:30:00;CALL. TRIBULETE, 25;25;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.311.494;4.473.211.122;N;NULL
2022S016737;01/06/2022;17:30:00;CALL. TRIBULETE, 25;25;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.311.494;4.473.211.122;N;NULL
2022S016775;01/06/2022;20:10:00;CALL. GOYA / CALL. VELAZQUEZ;29;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.959.089;4.475.180.480;N;NULL
2022S016782;02/06/2022;17:25:00;PLAZA. SANTA BARBARA, 5;5;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.941.691;4.475.417.382;N;NULL
2022S016783;02/06/2022;17:30:00;AVDA. MENENDEZ PELAYO, 71;71;3;RETIRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.611.880;4.473.616.711;N;NULL
2022S016786;02/06/2022;18:00:00;CALL. DANTE / paseo de extremadura;1;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;437.032.407;4.473.522.129;N;NULL
2022S016786;02/06/2022;18:00:00;CALL. DANTE / paseo de extremadura;1;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437.032.407;4.473.522.129;N;NULL
2022S016827;02/06/2022;13:50:00;CALL. FERNANDEZ DE LOS RIOS, 95;95;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.041.852;4.476.352.651;N;NULL
2022S016863;02/06/2022;20:45:00;CALL. FUENTE CARRANTONA, 61;61;14;MORATALAZ;Atropello a animal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.717.709;4.473.741.863;N;NULL
2022S016933;04/06/2022;7:02:00;CALL. MEJIA LEQUERICA, 1;1;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.849.309;4.475.283.245;N;NULL
2022S016946;03/06/2022;14:15:00;PASEO. PIÑONERO, 8. (ALTURA PIRÁMIDE DE CUERDAS);8;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.587.819;4.475.530.195;N;NULL
2022S016951;04/06/2022;9:15:00;CALL. ATOCHA, 127;127;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.193.599;4.473.451.836;N;NULL
2022S016953;04/06/2022;11:20:00;CALL. ARTURO SORIA / CALL. ARZOBISPO COS;6;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;NULL;NULL;445.860.470;4.476.609.964;N;NULL
2022S016954;04/06/2022;10:00:00;AVDA. MONASTERIO DE EL ESCORIAL / CALL. MONASTERIO DE CAAVEIRO;2;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440.966.968;4.484.121.635;N;NULL
2022S016954;04/06/2022;10:00:00;AVDA. MONASTERIO DE EL ESCORIAL / CALL. MONASTERIO DE CAAVEIRO;2;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;NULL;NULL;440.966.968;4.484.121.635;N;NULL
2022S016961;03/06/2022;21:35:00;AVDA. HELLIN / CALL. HINOJAL;26;20;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.747.112;4.475.844.511;N;NULL
2022S017049;05/06/2022;7:18:00;PTA. ANGEL CAIDO / CALL. ALFONSO XII;0;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.592.394;4.473.460.503;N;NULL
2022S017051;04/06/2022;12:15:00;CALL. ESCORPION / AUTOV. M-22;1;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;451.628.510;4.477.991.187;N;NULL
2022S017064;05/06/2022;12:28:00;AVDA. LOS ROSALES / CALL. SILVINA;7;12;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.378.699;4.468.724.774;N;NULL
2022S017092;05/06/2022;22:15:00;CALL. MARIA DE LAS MERCEDES DE BORBON, 196;196;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;447.516.933;4.482.644.678;N;NULL
2022S017154;05/06/2022;22:10:00;GTA. BILBAO, 1;1;7;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.454.775;4.475.612.546;N;NULL
2022S017156;05/06/2022;21:05:00;CALL. MARIA DEL CARMEN / olivos;26;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.815.420;4.473.081.225;N;NULL
2022S017173;06/06/2022;14:45:00;CALL. NARVAEZ, 86;86;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.611.581;4.474.155.225;N;NULL
2022S017316;07/06/2022;15:05:00;CALL. EMBAJADORES / CALL. RICARDO GOIZUETA;220;2;ARGANZUELA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.287.361;4.471.169.810;N;NULL
2022S017322;06/06/2022;21:45:00;CALL. GENOVA, 24;24;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.260.891;4.475.266.283;N;NULL
2022S017422;07/06/2022;18:04:00;CALL. TITAN, 13;13;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.348.191;4.471.408.763;N;NULL
2022S017444;07/06/2022;21:10:00;CALL. TORDEGRILLOS / CALL. ALBERTO DE PALACIO;2;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.119.807;4.466.124.239;N;NULL
2022S017453;08/06/2022;2:30:00;PLAZA. SAN MARTIN, 3;3;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;440.028.680;4.474.442.112;N;NULL
2022S017463;05/06/2022;9:15:00;IDB. AVENIDA DE LOS ROSALES, PS FLUVIAL MANZANARES;0;17;VILLAVERDE;Atropello a animal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442.537.690;4.467.437.909;N;NULL
2022S017485;08/06/2022;15:10:00;CALL. VIRGEN DE LLUC / PLAZA. JOSE BANUS;2;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.371.020;4.476.188.018;N;NULL
2022S017542;08/06/2022;20:30:00;CALL. OBISPO TREJO, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.779.103;4.476.387.030;N;NULL
2022S017711;10/06/2022;14:34:00;AVDA. ALBUFERA, 10;10;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.292.929;4.472.125.490;N;NULL
2022S017756;10/06/2022;19:05:00;CALL. AQUITANIA, 22;22;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.563.484;4.474.423.135;N;NULL
2022S017770;10/06/2022;20:15:00;CALL. ORENSE / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;1;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441.025.872;4.477.550.824;N;NULL
2022S017776;10/06/2022;21:00:00;CALL. GENOVA, 26;26;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;3;Ingreso superior a 24 horas;441.268.273;4.475.259.572;N;NULL
2022S018066;12/06/2022;11:45:00;CALL. PRINCIPE DE VERGARA, 97;97;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.394.913;4.476.494.972;N;NULL
2022S018105;12/06/2022;20:20:00;CALL. BRAVO MURILLO, 357;357;6;TETUÁN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;441.177.829;4.479.596.656;S;NULL
2022S018114;12/06/2022;19:38:00;CUSTA. SAN VICENTE / CALL. ARRIAZA;26;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;439.278.139;4.474.674.074;N;NULL
2022S018192;13/06/2022;21:05:00;CALL. JOSE ORTEGA Y GASSET / CALL. CONDE DE PEÑALVER;64;4;SALAMANCA;Colisión lateral;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.721.933;4.475.686.272;N;NULL
