,Unnamed: 0,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
28,28,5102,Colegio publico bravo murillo,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b24aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28035,Penyagrande,https://wikidata.org/entity/Q3319582,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439142,4481343,917 385 793,917 385 793,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,"Centro abierto, navidad y semana santa 7:30-17:00",II,2,Si,Si (c/ fermin caballero),,No,Si,"Bancos, arenero",Alumbrado,"1093,70 + 389,07",Mejorable (suelos levantados y falta de seguridad),,,Patio principal con pista deportiva ,"49 , 64 , 67 , 83 , 124 , 133 , 127",,,Avenida de la Ilustracion,https://wikidata.org/entity/Q2482086,Calle islas cies 11
29,29,5103,Colegio publico breogan,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=085aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440459,4480763,917 304 040,917 396 184,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,2,Si,Si,,Si,No,"Canastas, porterias, bancos",No,"1474,87",Aceptable (necesita reparaciones en una pista y la valla),,,Tiene pistas deportivas.,"42 , 147",,,Barrio del Pilar,https://wikidata.org/entity/Q2463533,Calle ginzo de limia 2
30,30,5104,Colegio publico calderon de la barca,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria -  ensenyanza Bilingue -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5d6aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Timon,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,450492,4480168,917 472 465,917 473 130,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,"Servicios extraescolares ampa 16:00-17:10h; programa ""quedamos al salir de clase "" 16:00-20:00h; baloncesto y balonmano (en planificacion) 16:00-18:15h",I,2,Si (patio principal),Si (patio principal c/ aguetol),,Si,Si (no da medidas),"Porterias, canastas, mesas ping-pong","Alumbrado, fuente","1925,41929",Bueno (en la actualidad obras en el jardin),Parque rabbit (650m),"Instalacion deportiva basica (260m), centro cultural villa de barajas (650m)",,"105 , 115",,,Barajas,https://wikidata.org/entity/Q2474414,Calle calderon 2
31,31,5105,Colegio publico camilo jose cela,"Comedor, transporte, horario ampliado, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a28aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440612,4481001,917 392 424,913 781 507,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si,Si (c/ melchor fdz almagro),,No,Si,"Porterias, canastas, toboganes, mesas pingpong",Fuentes,"1867,56",Mejorable,,,,147,,,Barrio del Pilar,https://wikidata.org/entity/Q2463533,Calle melchor ferdez almagro 22
32,32,5107,Colegio publico capitan cortes,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f79aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Puerta Bonita,https://wikidata.org/entity/Q3813762,Carabanchel,https://wikidata.org/entity/Q1001991,436944,4470302,91 462 86 62,91 461 91 30,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:30,,II,2,Si,Si (un patio),Entrada principal del centro,Si,Porches,"Porterias, canastas",No,"817,97",Regular (necesita repintado y patio interior en mal estado),,,,"34 , 108",,,,,Calle monsenyor oscar romero 17
33,33,5108,Colegio publico cardenal herrera oria,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria -  ensenyanza Bilingue -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4daaa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,El Pilar,https://wikidata.org/entity/Q3773964,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439732,4481568,913 781 613,913 785 711,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,3,Si,Si (c/ esquivias),C/ fermin caballero,Si,"Porches cubiertos (25 y 40m²), arbolado","Porterias, canastas, columpios, bancos",Alumbrado debil,"1541,1","Bueno (patio), muro de contencion en muy mal estado",,,Participa actualmente de 'patios abiertos'. ,"67 , 83 , 124 , 127 , 133",,,,,Calle fermin caballero 68
34,34,5110,Colegio publico carlos sainz de los terreros,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=92caa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28018,Palomeras Sureste,https://wikidata.org/entity/Q10343901,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445870,4470873,917 783 885,917 774 420,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,5,Si (algunas barreras),Si (c/ cartama y c/ benalmadena),,Si,No,"Canastas, porterias, bancos",No,"2514,33 + 1084,26 + 772,90",Actualmente en obras,"Parque lineal de palomeras (10m), parque de la paloma (450m)",Biblioteca miguel herdez (400m),,"54 , 58 , 103 , 142 , 143 , 144",,,Miguel Hernandez,https://wikidata.org/entity/Q2479837,Calle cartama 1
35,35,5111,Colegio publico carlos v,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e7daa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444499,4476494,914 041 481,914 052 705,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,,,III,2,,Si,,No,No,,No,"2005,8521",,"Parque el calero (180m), parque de las avenidas (650m)","Instalacion deportiva (180m), polideportivo la concepcion (700m)",,"21 , 48 , 146",,,Barrio de la Concepcion,https://wikidata.org/entity/Q2696985,Calle virgen del val 3
36,36,5112,Colegio publico carmen cabezuelo,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3deaa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Simancas,https://wikidata.org/entity/Q10371626,San Blas,https://wikidata.org/entity/Q2001937,446661,4475688,913 040 117,913 040 117,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,Extraescolares de ampa y junta,III,1,No,Si,,No,No,"Porterias, canastas, columpios",No,"1955,428",Mejorable (deteriorado),,,,"4 , 28 , 38 , 70",,,Garcia Noblejas,https://wikidata.org/entity/Q2480917,Calle cangas de onis 7
37,37,5792204,Colegio publico carmen laforet,,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=12cf00444dcca210vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28032,Casco Historico de Vicalvaro,https://wikidata.org/entity/Q16544374,Vicalvaro,https://wikidata.org/entity/Q589403,449172,4472403,917 760 141,917 604 734,Cp.carmenlaforet.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si (c/ titanio),C/ omega,No,Si,"Porterias, canastas",Fuente,"5026,09",Bueno,Parque lineal de valderribas (450m),,,"100, 106",,,Puerta de Arganda,https://wikidata.org/entity/Q2059170,Calle titanio 16
38,38,5115,Colegio publico cervantes,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=820ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,Rios Rosas,https://wikidata.org/entity/Q10366270,Chamberi,https://wikidata.org/entity/Q1763370,440376,4477566,915 330 837,915 330 837,,Ayuntamiento,Lunes-viernes partida,9:00-12:30 y 14:30-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,No,,No,No,"Canasta, fuente ornamental",No,296,Bueno,Parque santander (550m),"Biblioteca ruiz egea (0m), centro juvenil chamberi (0m), centro cultural jose de esproceda (350m), instalaciones deportivas canal (550m)",Patio interior sin acceso desde la calle,"3 , 37 , 45 , 64 , 66 , 69 , 124 ,128 , 149 , f",,,Cuatro Caminos,https://wikidata.org/entity/Q2420839,Calle raimundo ferdez villaverde 4
39,39,5116,Colegio publico ciudad de badajoz,"Comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d71ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,Las aguilas,https://wikidata.org/entity/Q5971372,Latina,https://wikidata.org/entity/Q794954,433888,4470669,917 065 611,917 107 103,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si,,No,No,"Canastas, areneros, juegos infantiles, porteria, bancos, mesas",No,"965,49 + 565,22",,,,,17,,,Aviacion Espanyola,https://wikidata.org/entity/Q2482246,Calle fray jose cerdeirinya 51
40,40,5117,Colegio publico ciudad de cordoba,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2d2ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Los angeles,https://wikidata.org/entity/Q390462,Villaverde,https://wikidata.org/entity/Q919536,440769,4468229,913 172 417 - 606 873 006,913 179 827,Cp.ciudaddecordoba.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,II,2,Si,Si (c/ lillo),,Si,Si,"Porterias, zonas de tierra",No,"2378,80 + 1280,63",Necesita reforma,,,,"18 , 22 , 59 , 76 , 79 , 85 , 86 , 116",,,,,Calle lillo 1
41,41,5118,Colegio publico ciudad de guadalajara,"Comedor, transporte, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=724ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,450528,4479070,917 470 938,917 472 064,,Ayuntamiento,Lunes-viernes,7:30-16:00 horario ampliado,Actividades extraescolares 16:00-18:00,,I,3,Si (c/ rioja),"Si (c/ rioja, los otros cierran por dentro)",,Si,Porche (50m²),Columpios,"Alumbrado, fuentes","3061,75011",Bueno,Parque mariluz najera (200m),Cdm barajas (950m),,"105, 112, 114, 115, 151",,,Alameda de Osuna,https://wikidata.org/entity/Q2403543,Calle bergantin 13
42,42,5119,Colegio publico ciudad de jaen,"Comedor, transporte, integracion (preferentemente motoricos), horario ampliado, planes de mejora -convenio con el british council",Ensenyanza: educacion infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c75ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Orcasur,https://wikidata.org/entity/Q10341270,Usera,https://wikidata.org/entity/Q953368,440468,4469348,913 174 313 - 913 171 644,913 171 644,Cp.ciudaddejaen.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,II,1,Si,Si,,Si,No,,No,"6870,49",,,,,"18, 22, 59, 76, 78, 79, 81, 116, 121",,,Hospital 12 de Octubre,https://wikidata.org/entity/Q929500,Calle madre rosa blanco 3
43,43,5120,Colegio publico ciudad de los angeles,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1d6ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Los angeles,https://wikidata.org/entity/Q390462,Villaverde,https://wikidata.org/entity/Q919536,441002,4467672,917 954 993,915 050 434,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:15-18:30,,I,3,Si,Si,,Si,No,"Porterias, canastas","Alumbrado, fuentes","4675,66",Mejorable (suelo se levanta y encharca),,,Patio continuo en varias areas con edificios entre medias,"18 , 22 , 59 , 79 , 85 , 86 , 116",,,,,Calle la alegria de la huerta 6
44,44,5121,Colegio publico ciudad de roma,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=628ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28007,Estrella,https://wikidata.org/entity/Q3773738,Retiro,https://wikidata.org/entity/Q2002296,443564,4474129,915 743 897,915 041 695,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-21:00,Centro de dia infantil,II,3,Si,Si,,Si,Si,"Porterias, columpios, bancos","Alumbrado, fuentes","6198,42",Bueno,Parque de roma (0m),"Centro deportivo m86 (60m), centro municipal de mayores (230m)",,"15 , 30 , 143, 156, 202, 215",,,Sainz de Baranda,https://wikidata.org/entity/Q2004752,Calle juan esplandiu 2
45,45,5122,Colegio publico ciudad de valencia,"Comedor, transporte, horario ampliado",Ensenyanza: educacion infantil - primaria,2,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b79ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28007,Santa Eugenia,https://wikidata.org/entity/Q390463,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448699,4470694,913 310 805,913 312 548,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si,Si,,No,2 porches,"Columpios, canastas, porterias",No,"14694,68",Bueno,"Pinar de santa eugenia (0m), parque santa eugenia (750m)","Cdm cerro almodovar (350m), centro cultural zazuar (550m)",,"58 , 63 , 145",,,,,Avenida mediterraneo 91
46,46,5123,Colegio publico ciudad de zaragoza,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0daba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,449875,4479016,913 293 756 - 917 477 420,917 477 420,,Ayuntamiento,Lunes-viernes continua,9:00-15:00,Actividades extraescolares 16:00-22:00,,II,4,Si,Si (6 accesos a 3 calles),,Si,Si (no da medidas),"Porterias, canastas, columpios, bancos","Alumbrado, fuentes","7539,06347",Mejorable,"Parque juan carlos i (230m), jardin de el capricho (600m)",Centro cultural gloria fuertes (230m),,"105 , 112 , 115 , 151",,,,,Calle manuel aguilar munyoz 1
47,47,5124,Colegio publico ciudad pegaso,"Comedor, transporte, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=52cba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Rejas,https://wikidata.org/entity/Q10359029,San Blas,https://wikidata.org/entity/Q2001937,449287,4477571,917 412 017,917 436 218,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,3,Si,Si (av septima),,Si,Porche,"Porterias, canastas",No,"3897,621",Mejorable (necesita multiples intervenciones),,,,"77 , 89 , 101 , 114 , 115",,,,,Avenida septima 12
48,48,5125,Colegio publico claudio moyano,"Comedor, horario ampliado, planes de mejora, integracion preferente (trastornos generales del desarrollo)",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a7dba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,Vallehermoso,https://wikidata.org/entity/Q6122685,Chamberi,https://wikidata.org/entity/Q1763370,439883,4476721,915 335 718,915 335 718,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Deporte extraescolar 16:00-18:00,,I,2,Si,Si,,Si, si (porche),"Porterias, canastas","Alumbrado, fuente","1229,14",Bueno,"Plaza teniente de alcalde perez pillado (220m), parque enrique herreros (290m), parque santander (300m)","Instalaciones deportivas canal (300m), cdm vallehermoso (400m), casa de cultura y participacion chamberi (450m)",,"2 , 12 , 202",,,Canal,https://wikidata.org/entity/Q2479455,Calle cea bermudez 26
49,49,5277,Colegio publico complejo escolar principe felipe,"Comedor, transporte, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8ff6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440583,4481296,913 146 819,913 232 548,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si (no todo el patio),Si (av. monforte de lemos),,No,Porche,"Porterias, canastas, bancos",Fuente,"1208,49 + 1692,75",Mejorable ,Parque norte,Polideportivo vicente del bosque,,"49 , 83 , 128 , 132 , 134 , 137",,,Barrio del Pilar,https://wikidata.org/entity/Q2463533,Avenida monforte de lemos 24
