PK;TIPO-CENTRO;CENTRO-DIA;HORARIO;EQUIPAMIENTO;METRO;BUS;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;DIRECCION;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;TIPO
10899549;Centro de Día Municipal ;San_Luciano;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Ciudad de los Ángeles (Línea 3);76, 116;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b295b5a17a929610VgnVCM1000001d4a900aRCRD;CALLE SAN LUCIANO, 8, 28041 MADRID;5;LOS_ANGELES;17;VILLAVERDE;440717;4468262;40.36282198600647;-3.698208199521122;911 387 612;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
134044;Centro de Día Municipal ;San_Vicente_de_Paúl;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Plaza Eliptica;47, 55, 81, 247;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=599d15a11a81c010VgnVCM1000000b205a0aRCRD;CALLE ANTONIA LANCHA, 54, 28019 MADRID;2;OPAÑEL;11;CARABANCHEL;438633;4470867;40.386075026633925;-3.7230547190101255;915 690 673;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11779;Centro de Día Municipal ;Santa_Engracia;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Iglesia;3, 5, 16, 61;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2890a47f441f010VgnVCM2000000c205a0aRCRD;CALLE SANTA ENGRACIA, 118, 28003 MADRID;5;RIOS_ROSAS;7;CHAMBERI;440572;4476829;40.439987457420344;-3.700733879498953;919 907 720;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
36624;Centro de Día Municipal ;Teresa_de_Calcuta;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;101, 114, 115;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c53b3e42751c010VgnVCM2000000c205a0aRCRD;PLAZA NAVIO, 4, 28042 MADRID;1;ALAMEDA_DE_OSUNA;21;BARAJAS;450174;4478461;40.45531140556268;-3.587638001688095;919 907 715;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
134543;Centro de Día Municipal ;Vicálvaro;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;106, 110;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afbd15a11a81c010VgnVCM1000000b205a0aRCRD;AVENIDA DAROCA, 342, 28032 MADRID;1;CASCO_H.VICALVARO;19;VICALVARO;448296;4472721;40.403496149688735;-3.609330588862229;919 297 217;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
23709;Centro de Día Municipal ;Villa_de_Vallecas;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Congosto;142, 130;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ebfe35bba51c010VgnVCM2000000c205a0aRCRD;CALLE FUENTIDUEÑA, 16, 28031 MADRID;1;CASCO_H.VALLECAS;18;VILLA_DE_VALLECAS;447203;4469082;40.3706360093767;-3.6219089216132527;650 974 696;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4998057;Centro de Día Municipal ;Vocal_Vecino_Justo_Sierra;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;L9 (Cardenal Herrera Oria);67;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=abb6ff4092dac110VgnVCM2000000c205a0aRCRD;CALLE FERMIN CABALLERO, 17, 28034 MADRID;5;LA_PAZ;8;FUENCARRAL-EL_PARDO;440555;4481943;40.48604621183578;-3.7014132625735168;913 785 675;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
6187186;Centro de Día Privado ;Albertia_Moratalaz;De 8:15 a 18 horas de lunes a viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Pavones (línea 9);20, 30, 32, 71;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1297ee2c504b2310VgnVCM2000000c205a0aRCRD;CALLE HACIENDA DE PAVONES, 261, 28030 MADRID;1;PAVONES;14;MORATALAZ;446485;4472300;40.39958013863809;-3.6306243083828638;913 246 800;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
57150;Centro de Día Privado ;Asispa_Nueva_Edad;De 8:15 a 18 horas de lunes a viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;11, 53;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6f88ed67151c010VgnVCM2000000c205a0aRCRD;CALLE MARTÍNEZ VILLERGAS, 8, 28027 MADRID;5;SAN_PASCUAL;15;CIUDAD_LINEAL;444668;4476790;40.43991877478783;-3.65243717665593;911 950 095;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10841962;Centro de Día Privado ;Asispa_Virgen_de_África;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Barrio de la Concepción (Línea 7);;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3391f3474797610VgnVCM1000001d4a900aRCRD;CALLE CESAR GONZALEZ RUANO, 7, 28027 MADRID;5;SAN_PASCUAL;15;CIUDAD_LINEAL;444486;4476753;40.43957900991718;-3.654566174829993;913 269 352;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10899590;Centro de Día Privado ;Casa_de_las_Flores;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;" Arg&amp;uuml;elles (Líneas 3, 4 y 6)";1, 44, 133, 138, C1;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f087b5a17a929610VgnVCM1000001d4a900aRCRD;CALLE RODRIGUEZ SAN PEDRO, 72, 28015 MADRID;1;GAZTAMBIDE;7;CHAMBERI;439221;4475953;40.43200253545766;-3.7165599011833264;915 442 626;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
61278;Centro de Día Privado ;Casablanca;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;160, 162, 651, 652, 653, 654, 655 Renfe: Majadahonda / El Barrial;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c198ed67151c010VgnVCM2000000c205a0aRCRD;AVENIDA VICTORIA, 74, 28023 MADRID;6;EL_PLANTIO;9;MONCLOA-ARAVACA;429949;4480391;40.47124744928332;-3.826372463894;913 728 102;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
77408;Centro de Día Privado ;Centro_Madrid;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;5, 36, 39, 121, 131;;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54e88ed67151c010VgnVCM2000000c205a0aRCRD;CALLE SESEÑA, 32, 28024 MADRID;4;ALUCHE;10;LATINA;435345;4472286;40.398672531809765;-3.7618992126482502;917 114 168;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5420440;Centro de Día Privado ;Doctor_Espina;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Oporto;34, 37, 108, 118;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7c8004786cc3210VgnVCM1000000b205a0aRCRD;CALLE DOCTOR ESPINA, 16, 28019 MADRID;2;OPAÑEL;11;CARABANCHEL;438221;4471264;40.38965704522436;-3.72793552048858;914 724 539;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5438236;Centro de Día Privado ;DomusVi_Albufera;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d233895bab834210VgnVCM1000000b205a0aRCRD;CALLE SIERRA DE ALCUBIERRE, 8, 28053 MADRID;2;SAN_DIEGO;13;PUENTE_DE_VALLECAS;443315;4471476;40.39194732029242;-3.667904105178595;900 102 981;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
133978;Centro de Día Privado ;DomusVi_Chamartín;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Alfonso XIII;9, 40, 43, 72, 73;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2d015a11a81c010VgnVCM1000000b205a0aRCRD;CALLE ANTONIO SALCES, 1, 28002 MADRID;2;PROSPERIDAD;5;CHAMARTIN;443130;4477415;40.4454363094352;-3.6706265956286868;900 102 981;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
37543;Centro de Día Privado ;DomusVi_Maestranza;De 8:15 a 18 horas de lunes a viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Menendez Pelayo, Pacífico;24, 37, 54, 57, 140, 141;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3493b3e42751c010VgnVCM2000000c205a0aRCRD;CALLE TELLEZ, 30, 28007 MADRID;;PACíFICO;;RETIRO;442360;4472604;40.402052363747195;-3.6792698585039747;900 102 981;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
165570;Centro de Día Privado ;El_Bosque;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;O'Donnell;2, 30, 56, 71, 143;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f59f8f90a581c010VgnVCM1000000b205a0aRCRD;CALLE LOS PEÑASCALES, 14, 28028 MADRID;3;FUENTE_DEL_BERRO;4;SALAMANCA;443586;4475235;40.423947643400474;-3.6663226180670008;915 732 828;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
116392;Centro de Día Privado ;Florencia;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Pavones;30, 32;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffaa8899fc81c010VgnVCM1000000b205a0aRCRD;CALLE FLORENCIA, 24, 28030 MADRID;1;PAVONES;14;MORATALAZ;446773;4472539;40.40176060620903;-3.6272625412717243;917 727 044;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5438226;Centro de Día Privado ;Geriacen;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;13, 124, 135, 726, 779.;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fdd895bab834210VgnVCM1000000b205a0aRCRD;CALLE VIRGEN DE ARANZAZU, 1, 28034 MADRID;6;VALVERDE;8;FUENCARRAL-EL_PARDO;441536;4481834;40.48514297066639;-3.689829122091437;913 340 861;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
