PK,name,openingHours,same_as_wikidata_SubwayStation1,SubwayStation 1,same_as_wikidata_SubwayStation2,SubwayStation 2,same_as_wikidata_SubwayStation3,SubwayStation 3,busLine,description,accesibility,url,address,COD-MadridNeighborhood,same_as_wikidata_MadridNeighborhood,MadridNeighborhood,COD-District,same_as_wikidata_District,District,latitude,longitude,telephone
57150,Asispa Nueva Edad,De 8:15 a 18 horas de lunes a viernes.,,,,,,,"11, 53","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6f88ed67151c010VgnVCM2000000c205a0aRCRD,"CALLE MARTÍNEZ VILLERGAS, 8, 28027 MADRID",5,http://www.wikidata.org/entity/Q165612,San Pascual,15,http://www.wikidata.org/entity/Q1763694,Ciudad Lineal,40.43991877478783,-3.65243717665593,911 950 095
10841962,Asispa Virgen de África,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2696985,Barrio_de_la_Concepción,,,,,,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3391f3474797610VgnVCM1000001d4a900aRCRD,"CALLE CESAR GONZALEZ RUANO, 7, 28027 MADRID",5,http://www.wikidata.org/entity/Q165612,San Pascual,15,http://www.wikidata.org/entity/Q1763694,Ciudad Lineal,40.43957900991718,-3.654566174829993,913 269 352
10899590,Casa de las Flores,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q1890537,Argüelles,,,,,"1, 44, 133, 138, C1","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f087b5a17a929610VgnVCM1000001d4a900aRCRD,"CALLE RODRIGUEZ SAN PEDRO, 72, 28015 MADRID",1,http://www.wikidata.org/entity/Q10288587,Gaztambide,7,http://www.wikidata.org/entity/Q1763370,Chamberí,40.43200253545766,-3.7165599011833264,915 442 626
61278,Casablanca,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"160, 162, 651, 652, 653, 654, 655 Renfe: Majadahonda / El Barrial","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c198ed67151c010VgnVCM2000000c205a0aRCRD,"AVENIDA VICTORIA, 74, 28023 MADRID",6,http://www.wikidata.org/entity/Q3773742,El Plantío,9,http://www.wikidata.org/entity/Q2017682,Moncloa-Aravaca,40.47124744928332,-3.826372463894,913 728 102
77408,Centro Madrid,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54e88ed67151c010VgnVCM2000000c205a0aRCRD,"CALLE SESEÑA, 32, 28024 MADRID",4,http://www.wikidata.org/entity/Q31140,Aluche,10,http://www.wikidata.org/entity/Q794954,Latina,40.398672531809765,-3.7618992126482502,917 114 168
5420440,Doctor Espina,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2057416,Oporto,,,,,"34, 37, 108, 118","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7c8004786cc3210VgnVCM1000000b205a0aRCRD,"CALLE DOCTOR ESPINA, 16, 28019 MADRID",2,http://www.wikidata.org/entity/Q3813756,Opañel,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.38965704522436,-3.72793552048858,914 724 539
5438236,DomusVi Albufera,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d233895bab834210VgnVCM1000000b205a0aRCRD,"CALLE SIERRA DE ALCUBIERRE, 8, 28053 MADRID",2,http://www.wikidata.org/entity/Q11946851,San Diego,13,http://www.wikidata.org/entity/Q2003054,Puente de Vallecas,40.39194732029242,-3.667904105178595,900 102 981
133978,DomusVi Chamartín,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2481187,Alfonso_XIII,,,,,"9, 40, 43, 72, 73","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2d015a11a81c010VgnVCM1000000b205a0aRCRD,"CALLE ANTONIO SALCES, 1, 28002 MADRID",2,http://www.wikidata.org/entity/Q4776,Prosperidad,5,http://www.wikidata.org/entity/Q1766348,Chamartín,40.4454363094352,-3.6706265956286868,900 102 981
37543,DomusVi Maestranza,De 8:15 a 18 horas de lunes a viernes.,http://www.wikidata.org/entity/Q2479001,Menéndez_Pelayo,http://www.wikidata.org/entity/Q2479769,Pacífico,,,"24, 37, 54, 57, 140, 141","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3493b3e42751c010VgnVCM2000000c205a0aRCRD,"CALLE TELLEZ, 30, 28007 MADRID",,http://www.wikidata.org/entity/Q3773753,Pacífico,,http://www.wikidata.org/entity/Q2002296,Retiro,40.402052363747195,-3.6792698585039747,900 102 981
165570,El Bosque,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2479913,O'Donnell,,,,,"2, 30, 56, 71, 143","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f59f8f90a581c010VgnVCM1000000b205a0aRCRD,"CALLE LOS PEÑASCALES, 14, 28028 MADRID",3,http://www.wikidata.org/entity/Q3814564,Fuente del Berro,4,http://www.wikidata.org/entity/Q1773521,Salamanca,40.423947643400474,-3.6663226180670008,915 732 828
116392,Florencia,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2479437,Pavones,,,,,"30, 32","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffaa8899fc81c010VgnVCM1000000b205a0aRCRD,"CALLE FLORENCIA, 24, 28030 MADRID",1,http://www.wikidata.org/entity/Q71760,Pavones,14,http://www.wikidata.org/entity/Q2076109,Moratalaz,40.40176060620903,-3.6272625412717243,917 727 044
5438226,Geriacen,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"13, 124, 135, 726, 779.","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fdd895bab834210VgnVCM1000000b205a0aRCRD,"CALLE VIRGEN DE ARANZAZU, 1, 28034 MADRID",6,http://www.wikidata.org/entity/Q31132,Valverde,8,http://www.wikidata.org/entity/Q656196,Fuencarral-El Pardo,40.48514297066639,-3.689829122091437,913 340 861
11168612,Los Nogales Hortaleza,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2481355,San_Lorenzo,,,,,,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02a684b8839b1710VgnVCM2000001f4a900aRCRD,"CALLE ALCOBENDAS, 12, 28033 MADRID",4,http://www.wikidata.org/entity/Q10349788,Pinar del Rey,16,http://www.wikidata.org/entity/Q1928529,Hortaleza,40.47582051867201,-3.6421290193379554,910 497 020
10841981,Los Nogales Santa Eugenia,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"58, 63, 145 Renfe: Santa Eugenia (Líneas C2, C7)","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e87b1f3474797610VgnVCM1000001d4a900aRCRD,"CALLE ZAZUAR, 15, 28031 MADRID",2,http://www.wikidata.org/entity/Q390463,Santa Eugenia,18,http://www.wikidata.org/entity/Q1947988,Villa de Vallecas,40.381941906742775,-3.6073557720044382,913 052 990
10899640,Montserrat Caballé,De 8:15 a 18 horas de lunes a viernes.,,,,,,,151,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=996bf7847e929610VgnVCM1000001d4a900aRCRD,"CALLE BAHIA DE SANTA POLA, 2, 28042 MADRID",5,http://www.wikidata.org/entity/Q10260772,Corralejos,21,http://www.wikidata.org/entity/Q807230,Barajas,40.46625597871886,-3.5905086636389765,917 481 552
10841944,Muguet,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"108, 118","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea17d1cf47887610VgnVCM1000001d4a900aRCRD,"CALLE MUGUET, 7, 28044 MADRID",6,http://www.wikidata.org/entity/Q953929,Buenavista,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.36978284802807,-3.746558698400538,913 308 844
143711,Nuestros Abuelos,De 8:15 a 18 horas de lunes a viernes.,,,,,,,"34, 35","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=63dfba61e681c010VgnVCM1000000b205a0aRCRD,"CALLE MANUEL LAMELA, 13, 28025 MADRID",5,http://www.wikidata.org/entity/Q3813762,Puerta Bonita,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.38600162536477,-3.7332803485495076,914 220 182
143713,Proade,De 8:15 a 18 horas de lunes a viernes.,http://www.wikidata.org/entity/Q2056948,Marqués_de_Vadillo,,,,,"23, 116","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5efba61e681c010VgnVCM1000000b205a0aRCRD,"CALLE EDUARDO RIVAS, 18, 28019 MADRID",1,http://www.wikidata.org/entity/Q955844,Comillas,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.390603896629955,-3.7133355536060915,915 609 730
77410,Reina Sofía,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"3, 43, 149","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79098ed67151c010VgnVCM2000000c205a0aRCRD,"CALLE INFANTA MERCEDES, 26, 28020 MADRID",2,http://www.wikidata.org/entity/Q5824684,Cuatro Caminos,6,http://www.wikidata.org/entity/Q1773540,Tetuán,40.4555604310988,-3.6983481951101194,914 251 423
5420447,Rosaleda,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"47, 118","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef7c004786cc3210VgnVCM1000000b205a0aRCRD,"CALLE BELZUNEGUI, 15, 28025 MADRID",5,http://www.wikidata.org/entity/Q3813762,Puerta Bonita,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.375965939298865,-3.7388729786385966,915 254 211
11168593,Salus Mayores Chamartín,De 8:15 a 18 horas de lunes a viernes.,http://www.wikidata.org/entity/Q2462831,Colombia,,,,,52,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d34484b8839b1710VgnVCM2000001f4a900aRCRD,"CALLE URUGUAY, 21, 28016 MADRID",4,http://www.wikidata.org/entity/Q3814573,Hispanoamérica,5,http://www.wikidata.org/entity/Q1766348,Chamartín,40.455326728713125,-3.673098175314647,911 254 179
143697,Sanivida Arganzuela,De 8:15 a 18 horas de lunes a viernes.,,,,,,,"88, 148, 62","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c84f3633dcd4f010VgnVCM1000000b205a0aRCRD,"CALLE PUERTO DE LA CRUZ VERDE, 14, 28045 MADRID",4,http://www.wikidata.org/entity/Q3773990,Legazpi,2,http://www.wikidata.org/entity/Q2000929,Arganzuela,40.386773114397414,-3.6868687170587204,915 281 590
5419608,Sanivida Chamberí,De 8:15 a 18 horas de lunes a viernes.,http://www.wikidata.org/entity/Q2479784,Bilbao,,,,,"3, 37","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32b37904047c3210VgnVCM1000000b205a0aRCRD,"CALLE PALAFOX, 17, 28010 MADRID",3,http://www.wikidata.org/entity/Q10384027,Trafalgar,7,http://www.wikidata.org/entity/Q1763370,Chamberí,40.43146067633886,-3.7014352600946023,915 938 355
