Num_Inscripcion,Razon_Social,Tipo_Via,Calle,Numero,Aproximacion,Cod_Postal,Poblacion,CIF,Fecha_Registro,Primer_Tlfn,Email,Internet,Distrito,Barrio,Categoria,Ambito,Num_Socios,NumInscripcion_Fed_Vinculada,RazonSocial_Fed_Vinculada
2004,ENVERA-ASOCIACION DE EMPLEADOS DE IBERIA. PADRES DE PERSONAS CON DISCAPACIDAD,CALLE,TRESPADERNE,9,,28042,MADRID,G28641116,05/03/2007,917479226,ana.magallo@grupoenvera.org,http://www.grupoenvera.org,BARAJAS,AEROPUERTO,DE SALUD Y APOYO MUTUO,ESTATAL,204,,
2003,ASOCIACION DE DESARROLLO E INTERVENCION ABRAZO,CALLE,LODOSA,30,BAJO,28041,MADRID,G82459819,28/02/2007,915003986,abrazoadi@gmail.com,,USERA,SAN FERMIN,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,8,,
2000,CLUB ESCUELA MUNICIPAL DE FUTBOL AGUILAS DE MORATALAZ,CALLE,ENCOMIENDA DE PALACIOS,294,,28030,MADRID,G81270886,28/02/2007,917727993,lfernandez@aguilasdemoratalaz.com,http://aguilasdemoratalaz.com,MORATALAZ,PAVONES,DEPORTIVAS,COMUNIDAD DE MADRID,546,,
20,ASOCIACION DE VECINOS GUETARIA,CALLE,CESTONA,5,,28041,MADRID,G78333051,12/01/1988,913412981,aavvguetaria@hotmail.com,,USERA,ORCASITAS,VECINALES,BARRIO,825,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
1998,ASOCIACION DE PADRES DE ALUMNOS COLEGIO ENRIQUETA AYMER (SS.CC.),CALLE,MIRABEL,38,,28044,MADRID,G79073151,13/02/2007,915092008,ampaenriquetaaymer@gmail.com,http://enriquetaaymer.wordpress.com,LATINA,LAS AGUILAS,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,390,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
1996,CLUB DEPORTIVO ELEMENTAL RAYO DEL PILAR CLUB DE FUTBOL,CALLE,LA HIRUELA,1,9º 10,28035,MADRID,G85775757,13/02/2007,699957033,alexcortesmoreno@gmail.com,,FUENCARRAL-EL PARDO,PEÑA GRANDE,DEPORTIVAS,COMUNIDAD DE MADRID,25,,
1995,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA EL GRECO,CALLE,ESTEFANITA,7,,28021,MADRID,G84648278,13/02/2007,635563364,ampaelgreco@gmail.com,http://www.ampaelgreco.com,VILLAVERDE,BUTARQUE,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,645,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
1994,ASOCIACION PARA LA INTEGRACION Y PROGRESO DE LAS CULTURAS - PANDORA,CALLE,SANTANDER,3,BAJO,28003,MADRID,G83536565,20/02/2007,627429568,ana.eseverri@aipc-pandora.org,http://www.aipc-pandora.org,CHAMBERI,VALLEHERMOSO,OTRAS DE ACCIÓN SOCIAL,ESTATAL,170,,
1993,PEÑA CICLISTA ROGELIO HERNANDEZ,CALLE,CUESTA,6,BAR LUZON,28026,MADRID,G79242475,26/02/2007,676908506,pcrhmadrid@gmail.com,http://www.pcrh.es,USERA,MOSCARDO,DEPORTIVAS,COMUNIDAD DE MADRID,40,,
1992,ASOCIACION DE DOMINICANOS VIRGEN DE LA ALTAGRACIA - AVA,PLAZA,ESPAÑA,14,A,28008,MADRID,G84783497,26/02/2007,915479105,da.guerra78@hotmail.com,,MONCLOA-ARAVACA,,DE INMIGRANTES,COMUNIDAD DE MADRID,43,,
1991,ASOCIACION ESPAÑOLA DE ALERGICOS AL LATEX,GLORIETA,RUIZ JIMENEZ,3,1º CTRO-DCHA,28015,MADRID,G82782798,07/02/2007,914295086,,,CHAMBERI,ARAPILES,DE SALUD Y APOYO MUTUO,ESTATAL,100,,
1990,ASOCIACION AREA DE FORMACION,CALLE,DOCTOR ESQUERDO,144,146. OFICINA 1,28007,MADRID,G80672405,09/02/2007,914332536,asociacion@areaforma.com,http://www.areaforma.com,RETIRO,PACIFICO,OTRAS DE ACCIÓN SOCIAL,ESTATAL,52,,
1989,ASOCIACION DE VECINOS Y PROPIETARIOS HOGAR DE BELEN,PLAZA,MESIAS,14,,28037,MADRID,G78431632,09/02/2007,913272342,asobelen@hotmail.es,,SAN BLAS-CANILLEJAS,SIMANCAS,VECINALES,DISTRITO,88,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
1988,ASOCIACION INPROIN - ASOCIACION POR LA INTEGRACION DE PROFESIONALES INMIGRANTES,CALLE,LOS MADRAZO,16,3º OFICINA 5 Y 6,28014,MADRID,G84488980,05/02/2007,913694662,,,CENTRO,CORTES,DE INMIGRANTES,COMUNIDAD DE MADRID,3,,
1986,ASOCIACION DE MADRES Y PADRES DE ALUMNOS COLEGIO NUESTRA SEÑORA DE MORATALAZ,AVENIDA,MORATALAZ,91,DPDO.,28030,MADRID,G81003253,05/02/2007,914392146,,,MORATALAZ,MEDIA LEGUA,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,160,,
1985,ASOCIACION CULTURAL GANDALF,CALLE,RAFAEL FERNANDEZ HIJICOS,2,LOCAL 4,28038,MADRID,G78793155,05/02/2007,913806604,gandalflf@hotmail.com,,PUENTE VALLECAS,PALOMERAS SURESTE,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,30,,
1984,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL INSTITUTO DE EDUCACION SECUNDARIA SAN ISIDORO DE SEVILLA,PLAZA,MARQUES DE COMILLAS,1,,28040,MADRID,G79540258,29/01/2007,915330607,, 	,CHAMBERI,VALLEHERMOSO,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,127,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
1982,ASOCIACION GRUPO SCOUT PLEYADES 569,CALLE,SAN BERNARDO,99,BIS,28015,MADRID,G84205905,26/01/2007,661267875,pleyades569@gmail.com,,CHAMBERI,ARAPILES,JUVENILES,COMUNIDAD DE MADRID,89,1608,ASDE EXPLORADORES DE MADRID
1982,ASOCIACION GRUPO SCOUT PLEYADES 569,CALLE,SAN BERNARDO,99,BIS,28015,MADRID,G84205905,26/01/2007,661267875,pleyades569@gmail.com,,CHAMBERI,ARAPILES,JUVENILES,COMUNIDAD DE MADRID,89,2354,FEDERACION MADRILEÑA DE ESCULTISMO (F.M.E.)
1981,AGRUPACION DE ARTISTAS  RETIRO - ADAR,AVENIDA,CIUDAD DE BARCELONA,111,BAJO C,28007,MADRID,G84815554,26/01/2007,655481820,artistas_retiro@yahoo.es,http://artistasdelretiro.wordpress.com,RETIRO,ADELFAS,CULTURALES Y CASAS REGIONALES,SIN DETERMINAR,25,,
1979,CLUB DE BALONCESTO PIZARRO MADRID,CALLE,ALFREDO MARQUERIE,10,4º D,28034,MADRID,G80344492,16/01/2007,642805017,cbpizarro10@hotmail.com,,FUENCARRAL-EL PARDO,LA PAZ,DEPORTIVAS,COMUNIDAD DE MADRID,290,,
1977,ASOCIACION LA COLONIA HUERTAÑA,CALLE,AUGUSTO FIGUEROA,3,3º planta,28004,MADRID,G78276268,12/01/2007,915312345,lacoloniahuertana@gmail.com,http://www.lacoloniahuertana.es,CENTRO,JUSTICIA,CULTURALES Y CASAS REGIONALES,SIN DETERMINAR,212,243,FEDERACION DE CASAS REGIONALES EN MADRID
1976,ASOCIACION DE COMERCIANTES. INDUSTRIALES Y SERVICIOS DEL DISTRITO DE RETIRO. COPYME-RETIRO,PASEO,INFANTA ISABEL,17,local,28014,MADRID,G83541805,02/01/2007,914350612,administracion@fidacam.com,,RETIRO,LOS JERONIMOS,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,33,2201,CONFEDERACION GENERAL DE LA PEQUEÑA Y MEDIANA EMPRESA DEL ESTADO ESPAÑOL - COPYME
1975,AGRUPACION DEPORTIVA ASOCIACION DE AMIGOS DEL CHITO DE ALUCHE,CALLE,QUERO,83,85 (BAR JULIAN),28024,MADRID,G82312059,10/01/2007,616881131,,,LATINA,ALUCHE,DEPORTIVAS,COMUNIDAD DE MADRID,47,,
1974,ASOCIACION PROCULTURAS INICIATIVAS CULTURALES,CALLE,GUILLEN DE CASTRO,9,4º c,28017,MADRID,G84877182,10/01/2007,662054924,info@proculturas.org,http://www.proculturas.org	,CIUDAD LINEAL,PUEBLO NUEVO,CULTURALES Y CASAS REGIONALES,SIN DETERMINAR,8,,
1973,ASOCIACION DE MUSICA. DANZA Y TEATRO PARA PERSONAS CON DISCAPACIDAD (DAN ZASS),CALLE,MANUEL GALINDO,13,BJ. INT. DCHA.,28025,MADRID,G84484971,08/01/2007,646515954,asociacion.dan.zass@gmail.com,http://www.danzass.com	,CARABANCHEL,VISTA ALEGRE,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,40,,
1971,ASOCIACION ESPIRAL PROYECTO EDUCATIVO - AEPE,CALLE,JACOBINIA,22,BAJO,28047,MADRID,G84105725,03/01/2007,914626348,,,CARABANCHEL,VISTA ALEGRE,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,50,,
1970,ASOCIACION PUNTO DE ENCUENTRO SOLIDARIO (A.P.D.E.S.),PASEO,SANTA MARIA DE LA CABEZA,126,BAJO,28019,MADRID,G84305945,03/01/2007,915600856,,,CARABANCHEL,COMILLAS,OTRAS DE ACCIÓN SOCIAL,INTERNACIONAL,8,,
1967,AGRUPACION DEPORTIVA PEÑA DE CALVA ALUCHE,CALLE,MAQUEDA,89,6º A,28024,MADRID,G81138448,15/12/2006,917191460,mljcecilia@gmail.com,,LATINA,ALUCHE,DEPORTIVAS,COMUNIDAD DE MADRID,42,,
1966,ASOCIACION PAU DEL ENSANCHE DE VALLECAS,CALLE,BAÑOS DE VALDEARADOS,15,,28051,MADRID,G83636621,07/12/2006,913856935,administracion@paudevallecas.org,http://www.paudevallecas.org,VILLA VALLECAS,SANTA EUGENIA,VECINALES,COMUNIDAD DE MADRID,506,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
1964,ASOCIACION DE FENILCETONURICOS DE MADRID - ASFEMA,CALLE,LUIS RUIZ,75,,28017,MADRID,G78778727,07/12/2006,671805266,contacto@asfema.org,http://www.asfema.org,CIUDAD LINEAL,PUEBLO NUEVO,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,113,1457,FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER
1963,ASOCIACION CULTURAL Q'ORI LLAQTA,CALLE,LORENZO SAN NICOLAS,2,PTAL. DPDO. 1º A,28017,MADRID,G84204825,01/12/2006,609956932,tusuy@hotmail.com,,CIUDAD LINEAL,PUEBLO NUEVO,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,17,,
1961,ASOCIACION JUVENIL CITYCENTRO,AVENIDA,PEÑA PRIETA,80,,28038,MADRID,G81911240,01/12/2006,688988994,,http://www.citycentro.org/,PUENTE VALLECAS,NUMANCIA,JUVENILES,COMUNIDAD DE MADRID,142,2100,FEDERACION DE CENTROS JUVENILES VALDOCO
1960,ASOCIACION CULTURAL Y SOCIAL LUCERNA,CALLE,EDGAR NEVILLE,37,PLANTA BAJA,28020,MADRID,G79869434,28/11/2006,915197559,acslucerna@gmail.com,,TETUAN,CUATRO CAMINOS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,10,,
1959,HOGAR DE AVILA,CALLE,CABALLERO DE GRACIA,18,PORTAL 1. BAJO 1,28013,MADRID,G28489540,28/11/2006,915313467,hogardeavila@telefonica.net,,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,180,243,FEDERACION DE CASAS REGIONALES EN MADRID
1959,HOGAR DE AVILA,CALLE,CABALLERO DE GRACIA,18,PORTAL 1. BAJO 1,28013,MADRID,G28489540,28/11/2006,915313467,hogardeavila@telefonica.net,,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,180,681,FEDERACION DE CASAS PROVINCIALES Y REGIONALES DE CASTILLA Y LEON
1957,CLUB FUTBOL SALA CHAMBERI,CALLE,BRAVO MURILLO,16,3º C,28015,MADRID,G84883263,27/11/2006,610362073,,http://www.fschamberi.com,CHAMBERI,TRAFALGAR,DEPORTIVAS,COMUNIDAD DE MADRID,40,,
1956,CLUB NATACION CUATRO CAMINOS,CALLE,RIBERA DEL MANZANARES,13,1.º DERECHA,28008,MADRID,G79361937,27/11/2006,656588180,cn4caminos@cn4caminos.com,http://www.cn4caminos.com	,MONCLOA-ARAVACA,VALDEZARZA,DEPORTIVAS,COMUNIDAD DE MADRID,265,,
1955,AISS. ASOCIACION DE INICIATIVAS SOCIALES PARA ENFERMOS MENTALES Y OTROS COLECTIVOS,CALLE,LAGASCA,121,2º DCHA.,28006,MADRID,G82655374,27/11/2006,914117863,aiss.saludmental@gmail.com,http://www.aiss-saludmental.com,SALAMANCA,CASTELLANA,DE SALUD Y APOYO MUTUO,SIN DETERMINAR,3,,
1954,GREMIO DE RESTAURADORES DE LA PLAZA MAYOR Y MADRID DE LOS AUSTRIAS,CALLE,BOTONERAS,5,RESTAURANTE GALAYOS,28012,MADRID,G84719269,20/11/2006,913663028,info@hostelerosplazamayor.com,http://www.hostelerosplazamayor.com,CENTRO,SOL,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,112,,
1953,ASOCIACION DE LA FIBROMIALGIA DE LA COMUNIDAD DE MADRID - AFIBROM,CALLE,CLARA DEL REY,4,1ºA (ESC. DCHA.),28002,MADRID,G81760886,20/11/2006,913567145,afibrom@afibrom.org,http://www.afibrom.org	,CHAMARTIN,PROSPERIDAD,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,1277,2840,LIGA REUMATOLOGICA ESPAÑOLA. ASOCIACION DE ORGANIZACIONES Y PERSONAS CON ENFERMEDADES REUMATICAS Y MUSCULOESQUELETICAS - LIRE
1952,ASOCIACION DE VICTIMAS DE LA TALIDOMIDA EN ESPAÑA (AVITE) Y OTRAS INHABILIDADES,CALLE,VILLABLANCA,19,1º B,28032,MADRID,G73303026,15/11/2006,639169393,info@avite.org,http://www.avite.org	,VICALVARO,CASCO H.VICALVARO,DE PERSONAS CON DISCAPACIDAD,SIN DETERMINAR,269,,
1951,ASOCIACION DE PADRES DE ALUMNOS DEL REAL COLEGIO DE SANTA ISABEL - LA ASUNCION,CALLE,SANTA ISABEL,46,,28012,MADRID,G80811326,14/11/2006,915273183,,,CENTRO,EMBAJADORES,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,511,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
1950,ASOCIACION DE MADRES Y PADRES DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA REPUBLICA DE CHILE,CALLE,CASTILLO DE UCLES,28,,28037,MADRID,G28487023,15/11/2006,655334873,,,SAN BLAS-CANILLEJAS,SIMANCAS,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,65,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
1948,ASOCIACION DE MADRES Y PADRES DE ALUMNOS ESCUELA INFANTIL ARCE,CALLE,ALCALDE GARRIDO JUARISTI,,s/n,28030,MADRID,G84632140,14/11/2006,913285820,ampaeiarce@gmail.com,,MORATALAZ,MEDIA LEGUA,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,29,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
1947,ASOCIACION DE AMISTAD HISPANO-CUBANA BARTOLOME DE LAS CASAS,CALLE,CASTILLO DE SIMANCAS,29,AL NUMERO 31,28037,MADRID,G78505757,14/11/2006,915222025,hispanocubana@hispanocubana.com,https://www.hispanocubana.com/joomla25/index.php,SAN BLAS-CANILLEJAS,SIMANCAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,1012,,
1943,UNION DEL PUEBLO DE COSTA DE MARFIL - UPC,CALLE,EMBALSE DE EL VELLON,4,BAJO C,28051,MADRID,G84349786,14/11/2006,648975968,upcespagne@yahoo.fr,,VILLA VALLECAS,ENSANCHE DE VALLECAS,DE INMIGRANTES,SIN DETERMINAR,203,1944,FEDERACION DE AFRICANOS EN EL MUNDO - FAM
1942,ASOCIACION NEMA KAFO. JUNTARSE PARA LA PAZ,CALLE,BERNARDINA GARCIA,15,,28047,MADRID,G83124156,27/10/2006,687533411,slamtorro@hotmail.com,,LATINA,LUCERO,DE INMIGRANTES,ESTATAL,90,,
1941,ASOCIACION ALMA LATINA,CALLE,SAN JUAN DE MATA,13,LOCAL 9C Y 9D,28011,MADRID,G83289850,27/10/2006,911826493,asociacionalmalatina@gmail.com,https://www.facebook.com/AsociacionAlmaLatina,LATINA,LUCERO,DE INMIGRANTES,COMUNIDAD DE MADRID,50,,
1940,ACCION POR MAURITANIA Y AFRICA,CALLE,VICENTE CAMARON,8,LOCAL,28011,MADRID,G84073550,27/10/2006,675875985,,,LATINA,PUERTA DEL ANGEL,DE INMIGRANTES,SIN DETERMINAR,20,,
1939,ASOCIACION SOCIO CULTURAL IBN BATUTA - ASCIB,CALLE,CASINO,12,LOCAL BAJO 1,28005,MADRID,G60534740,26/10/2006,914682859,INFO@SCOUTSDEMADRID.ORG,http://www.ascib.net,CENTRO,EMBAJADORES,DE INMIGRANTES,SIN DETERMINAR,251,,
1938,ASOCIACION DE ENFERMOS DEL CORAZON DEL HOSPITAL 12 DE OCTUBRE,AVENIDA,CORDOBA,,S/N PLANTA BAJA. (HOSPITAL 12 DE OCTUBRE),28041,MADRID,G79097051,26/10/2006,913308029,,,SIN DETERMINAR,,DE SALUD Y APOYO MUTUO,SIN DETERMINAR,149,2189,CONFEDERACION ESPAÑOLA DE PACIENTES CARDIOVASCULARES (CONESPACAR)
1937,ASOCIACION DE MADRES Y PADRES DE ALUMNOS INSTITUTO DE EDUCACION SECUNDARIA PIO BAROJA,CALLE,GENERAL MARVA,,S/N,28026,MADRID,G81892085,26/10/2006,915699236,,,USERA,MOSCARDO,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,100,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
1936,ASOCIACION DE MADRES Y PADRES DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA  ALBERTO ALCOCER,AVENIDA,CANILLEJAS A VICALVARO,56,,28022,MADRID,G28783686,26/10/2006,630662892,apacpalbertoalcocer@fapaginerdelosrios.org,http://www.apalcocer.com	,SAN BLAS-CANILLEJAS,HELLIN,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,205,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
1933,ASOCIACION DE PERSONAS MAYORES VIRGEN DEL CORO,CALLE,VIRGEN DE LA ALEGRIA,,S/N (PARROQUIA VIRGEN DEL CORO),28027,MADRID,G84569896,25/10/2006,619421029,elorriagaamb@telefonica.net,,CIUDAD LINEAL,,DE PERSONAS MAYORES. JUBILADAS Y PENSIONISTAS,COMUNIDAD DE MADRID,75,,
1931,ORGANIZACION JUVENIL ESPAÑOLA - OJE,CALLE,PISCIS,4,PUERTA 5. ENTRADA POR CALLE LEO Nº1,28007,MADRID,G28556728,25/10/2006,914339999,madrid@oje.es,http://www.oje.es,RETIRO,ESTRELLA,JUVENILES,ESTATAL,54276,,
1929,ASOCIACION CULTURAL GRUPO FOLCLORICO CALDERON DE LA BARCA DE BARAJAS - GFCB,CALLE,BATEL,7,1ºA,28042,MADRID,G80457898,26/10/2006,917422250,mariajosetabera@gmail.com,www.gfcalderondelabarca.com,BARAJAS,ALAMEDA DE OSUNA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,105,2716,FEDERACION DE GRUPOS TRADICIONALES MADRILEÑOS
1928,ASOCIACION DE VECINOS LAS TABLAS DE MADRID,CALLE,ISABEL COLBRAND,10,PUERTA 52,28050,MADRID,G84743921,06/10/2006,910222882,info@avlastablas.org,http://www.avlastablas.org,FUENCARRAL-EL PARDO,VALVERDE,VECINALES,DISTRITO,1662,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
1927,ASOCIACION LA MEDINA ANTIGUOS RESIDENTES Y AMIGOS DE MARRUECOS,CALLE,CUEVAS DEL ALMANZORA,20,5º A,28033,MADRID,G81277220,06/10/2006,913026655,, 	,HORTALEZA,APOSTOL SANTIAGO,CULTURALES Y CASAS REGIONALES,SIN DETERMINAR,905,,
1926,AGRUPACION DEPORTIVA MARATHON,CALLE,VILLAAMIL,65,,28039,MADRID,G78026150,03/10/2006,914026962,admarathon@admarathon.es,http://www.admarathon.es,TETUAN,BERRUGUETE,DEPORTIVAS,COMUNIDAD DE MADRID,433,,
1925,MOVIMIENTO CONTRA LA INTOLERANCIA,CALLE,MESON DE PAREDES,39,BJ,28012,MADRID,G80847767,10/10/2006,915307199,mci.intolerancia@gmail.com,http://www.movimientocontralaintolerancia.com,CENTRO,EMBAJADORES,OTRAS DE ACCIÓN SOCIAL,SIN DETERMINAR,160,1746,FEVOCAM-PLATAFORMA DE ENTIDADES DE VOLUNTARIADO DE LA COMUNIDAD AUTONOMA DE MADRID
1923,ASOCIACION AL COMPAS CONTIGO,CALLE,ESCOSURA,17,3º IZDA.,28015,MADRID,G83238311,06/10/2006,651802959,asociacion@alcompascontigo.es,http://www.alcompascontingo.es	,CHAMBERI,ARAPILES,OTRAS DE ACCIÓN SOCIAL,SIN DETERMINAR,35,,
1922,ASOCIACION MADRILEÑA DE MUJERES SEPARADAS Y DIVORCIADAS CARMEN GARCIA CASTELLON,CALLE,FRAY JUNIPERO SERRA,43,ESC. 2 PISO 3- IZQ.,28039,MADRID,G81231243,10/10/2006,915704428,asociacion@asociacioncgc.es,http://www.asociacioncgc.es,TETUAN,VALDEACEDERAS,DE MUJERES,COMUNIDAD DE MADRID,2812,1746,FEVOCAM-PLATAFORMA DE ENTIDADES DE VOLUNTARIADO DE LA COMUNIDAD AUTONOMA DE MADRID
1921,ASOCIACION NACIONAL SINDROME DE APERT Y OTRAS CRANEOSINOSTOSIS SINDROMICAS - APERTCRAS,CALLE,BRAVO MURILLO,39,ESCALERA 20. 6º-2ª,28015,MADRID,G82274069,10/10/2006,914475163,apertcras@apertcras.org,http://www.apertcras.org,CHAMBERI,TRAFALGAR,DE SALUD Y APOYO MUTUO,ESTATAL,66,1457,FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER
192,ASOCIACION DE VECINOS SAN PIO DE FONTARRON,CALLE,RAMON PEREZ DE AYALA,106,,28038,MADRID,G28800720,18/07/1988,661317088,psconejero@yahoo.es,,PUENTE VALLECAS,NUMANCIA,VECINALES,BARRIO,62,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
1919,ASOCIACION ALIANZA PARA LA DIFUSION DEL CONOCIMIENTO,CALLE,ALMARZA,66,BJ.,28033,MADRID,G84804160,26/09/2006,917660423,,http://www.conocimientodelsur.com,HORTALEZA,PINAR DEL REY,CULTURALES Y CASAS REGIONALES,SIN DETERMINAR,22,,
1918,AGRUPACION DEPORTIVA AUTO-ESCUELA SIMANCAS,CALLE,MIERES,15,LOCAL,28037,MADRID,G80321565,05/09/2006,913040113,jesusdejose@adaesimancas.com,http://www.adaesimancas.com,SAN BLAS-CANILLEJAS,SIMANCAS,DEPORTIVAS,COMUNIDAD DE MADRID,326,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
1917,ASOCIACION DE MUJERES GITANAS ESPAÑOLAS ROMI SERSENI,AVENIDA,ORCASUR,24,1º,28041,MADRID,G79962759,27/09/2006,683424796,romi_serseni@yahoo.es,http://www.romiserseni.com,USERA,ORCASUR,DE MUJERES,COMUNIDAD DE MADRID,350,3123,FEDERACION RED DE ARTEMISA
1916,ASOCIACION CULTURAL DE ALCOHOLICOS DE MADRID,CALLE,BADALONA,122,PLANTA B,28034,MADRID,G78597218,20/09/2006,669507891,asociacionculturalam@hotmail.com,,FUENCARRAL-EL PARDO,VALVERDE,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,60,1673,FEDERACION DE ALCOHOLICOS DE LA COMUNIDAD DE MADRID
1913,COMISION PARA LA INVESTIGACION DE MALOS TRATOS A MUJERES DE MADRID,PLAZA,JUAN ZORRILLA,2,1º DCHA.,28003,MADRID,G81717019,25/08/2006,913082704,comision@malostratos.org,http://www.malostratos.org	,CHAMBERI,VALLEHERMOSO,DE MUJERES,COMUNIDAD DE MADRID,10,,
1912, COORDINADORA NACIONAL DE ECUATORIANOS EN ESPAÑA - CONADEE,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,41,BIS,28037,MADRID,V82820234,31/08/2006,619247550,conadeepueblosec@yahoo.es,http://www.conadee.org,SAN BLAS-CANILLEJAS,SIMANCAS,DE INMIGRANTES,ESTATAL,54,,
1910,ASOCIACION ATIEMPO,CALLE,RAMON PEREZ DE AYALA,24,,28038,MADRID,G81359630,24/08/2006,913284966,info@asociacionatiempo.org,http://www.asociacionatiempo.org	,PUENTE VALLECAS,NUMANCIA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,72,594,FERMAD - PLATAFORMA MADRILEÑA DE ENTIDADES PARA LA ASISTENCIA A LA PERSONA ADICTA Y SU FAMILIA
1909,ASOCIACION CULTURAL SCHOLA GREGORIANA CVM IVBILO DE MADRID,CALLE,RAMON GOMEZ DE LA SERNA,101,,28035,MADRID,G83884320,24/08/2006,913738002,cumiubilo@scholacumiubilo.com,http://www.scholacumiubilo.com	,FUENCARRAL-EL PARDO,PEÑA GRANDE,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,9,,
1908,COMISION PARA LA INVESTIGACION DE MALOS TRATOS A MUJERES,PLAZA,JUAN ZORRILLA,2,1º,28003,MADRID,G28917383,24/08/2006,913082704,comision@malostratos.org,http://www.malostratos.org,CHAMBERI,VALLEHERMOSO,OTRAS DE ACCIÓN SOCIAL,SIN DETERMINAR,40,,
1907,ASOCIACION ESCUELA Y AUTOGESTION,CALLE,VIRIDIANA,13,PORTAL A. 3º IZQUIERDA,28018,MADRID,G83871848,24/08/2006,660133811,escuelayautogestion@gmail.com,,PUENTE VALLECAS,PALOMERAS BAJAS,CULTURALES Y CASAS REGIONALES,SIN DETERMINAR,30,,
